StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q298_1,Q336_1,Q334_1,Q208_1,Q208_5,Q208_6,Q208_7,Q208_8,Q208_9,Q208_10,Q216_1,Q337_1,Q339_1,Q195_1,Q195_5,Q195_6,Q195_7,Q195_8,Q195_9,Q195_10,Q305_1,Q338_1,Q340_1,Q304_1,Q304_5,Q304_6,Q304_7,Q304_8,Q304_9,Q304_10,Q4_1,Q323_1,Q324_1,Q9_1,Q9_2,Q9_3,Q12_1,Q13_1,Q326_1,Q448_1,Q449_1,Q450_1,Q453_1,Q453_2,Q453_3,Q455_1,Q456_1,Q457_1,Q412_1,Q413_1,Q413_5,Q413_6,Q413_7,Q413_8,Q413_9,Q413_10,Q414_1,Q415_1,Q415_5,Q415_6,Q415_7,Q415_8,Q415_9,Q415_10,Q418_1,Q419_1,Q419_5,Q419_6,Q419_7,Q419_8,Q419_9,Q419_10,Like_Free_R,Hard_Free_R,Pol_High_1,Age_High,Gender_High,Race_High,School_High,Debrief,id
2024-10-17 21:25:31,2024-10-17 21:44:26,IP Address,161.130.190.22,100,1134,True,2024-10-17 21:44:26,R_3TpO1WCTVCvgl7r,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Agree,Agree,Neither Agree or Disagree,Agree,Strongly Agree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,10,-25,30,35,-35,2,15,41,-45,-45,20,1,25,35,-50,25,7,7,8,8,-27,23,8,40,-34,29,15,14,20,12,,,,,,,,,,20,14,-17,Not Surprised,Not Surprised,Surprised,20,7,18,20,10,-10,-11,-11,9,-10,-8,21,12,-12,12,12,13,10,13,-16,10,-12,13,15,15,14,15,It talked about current topics in the country,"I didn't have any challenges ",8,19,Female,Caucasian/White,Freshman,,92530
2024-10-18 07:33:52,2024-10-18 07:56:45,IP Address,161.130.190.23,100,1372,True,2024-10-18 07:56:46,R_1SjAXtK1sEwMLuz,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,Agree,Agree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,10,-20,25,19,-11,-2,5,7,10,11,-19,11,34,26,-22,16,17,13,13,20,2,13,12,5,-5,-6,-6,3,-9,-5,25,-16,36,Somewhat Surprised,Surprised,Somewhat Surprised,20,11,42,,,,,,,,,,7,16,-7,8,7,21,18,18,-3,12,-11,11,8,15,16,20,7,-4,-4,-6,-6,-5,-5,-10,It made you think of some of the moral aspects on certain topics,Required you to really think about your stance on some of the subjects,9,18,Male,Hispanic/Latino(a),Freshman,,91194
2024-10-18 08:16:38,2024-10-18 08:26:37,IP Address,161.130.190.19,100,598,True,2024-10-18 08:26:37,R_55L8vTu4rhL48Dx,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,4,9,5,5,-4,-6,-7,-6,-6,-7,13,30,5,27,-31,4,5,5,5,6,-50,50,-42,5,-38,30,31,33,14,13,,,,,,,,,,4,13,-3,Somewhat Surprised,Slightly Surprised,Not Surprised,31,-7,34,4,3,-6,8,4,6,6,6,19,10,-9,9,5,14,22,8,-9,11,-10,9,20,20,11,10,I liked that there were different percentages and viewpoints shown.,I struggled trying to make up my mind on a decision for some of the questions and ratings.,11,21,Female,"Caucasian/White,Hispanic/Latino(a)",Other,,91472
2024-10-18 08:18:55,2024-10-18 08:27:56,IP Address,161.130.189.224,100,540,True,2024-10-18 08:27:57,R_59n245lTQlPkRhb,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,-20,30,-30,-1,-1,-1,-1,-1,-1,-1,-1,21,2,-1,1,2,1,2,-1,1,-3,50,11,-3,-3,-3,-2,-2,0,-1,,,,,,,,,,-7,-5,-6,Not Surprised,Somewhat Surprised,Somewhat Surprised,41,21,14,-28,-3,-23,-16,-11,-14,-13,-15,-27,-11,-8,-10,-9,-9,-9,-5,-30,-1,-1,0,1,1,1,1,I honestly did not enjoy it at all. I felt I was asked the same questions 30 times,I kept having to answer the same questions,29,19,Female,Caucasian/White,Sophmore,,91491
2024-10-18 08:18:05,2024-10-18 08:28:58,IP Address,161.130.189.234,100,652,True,2024-10-18 08:28:58,R_6BrmTTZ5xYxncs1,,,,,38.9361,-92.3056,anonymous,EN,Agree,Strongly Agree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Agree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,32,24,34,33,-7,20,35,0,24,10,1,10,21,30,3,6,2,12,5,5,-10,31,10,10,17,-18,-20,-12,7,3,25,10,5,Not Surprised,Slightly Surprised,Surprised,37,12,10,,,,,,,,,,35,32,-7,21,28,-16,21,19,12,23,-21,20,-3,12,7,8,15,10,9,-5,-15,-16,6,7,"It made me think of real world problems, and things that are being done around me by the government. ",Understanding the ratings to some things I didn't fully believe were as high as they should've been.,11,18,Female,Caucasian/White,Freshman,,91481
2024-10-11 08:43:36,2024-10-11 08:43:46,IP Address,161.130.189.246,1,10,False,2024-10-18 08:43:48,R_50SsfDPD6NcE02l,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91265
2024-10-18 09:31:19,2024-10-18 09:43:22,IP Address,161.130.189.196,100,722,True,2024-10-18 09:43:22,R_1NkmtV4MlrQrGUD,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Neither Agree or Disagree,Strongly Disagree,Disagree,Disagree,Neither Agree or Disagree,10,-40,-15,10,-30,10,-20,-40,5,5,40,10,-40,35,-45,25,15,25,15,15,-45,30,-10,30,-25,30,15,15,15,15,20,-20,-10,Not Surprised,Surprised,Slightly Surprised,45,-20,20,,,,,,,,,,-10,15,-10,15,10,10,10,10,35,20,-30,15,20,10,10,10,-20,25,-20,10,10,10,10,10,That there was a slider; I didn't have to pick strongly agree versus agree,The questions being the same at the end made me want to answer the same thing as I did originally and not want to pay as much attention because the questions were the same.,7,19,Female,Caucasian/White,Sophmore,,91694
2024-10-18 09:43:59,2024-10-18 10:34:28,IP Address,161.130.189.211,100,3028,True,2024-10-18 10:34:29,R_7aW75jKWxwb1JQg,,,,,38.9361,-92.3056,anonymous,EN,Agree,Neither Agree or Disagree,Agree,Agree,Neither Agree or Disagree,Agree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,16,-7,8,22,-15,-8,-4,6,5,1,20,-8,5,7,5,-8,-5,-1,-1,6,-16,5,-5,3,8,8,-2,9,-3,-3,,,,,,,,,,5,21,-9,Slightly Surprised,Not Surprised,Surprised,8,22,-16,8,27,-6,-6,14,-7,-11,-6,16,17,-6,-8,7,-4,8,-11,-17,11,-6,2,-2,2,-5,5,"things I liked were being able to give input based on what I believe and don't believe as far as AI, death penalty, health care services, etc. ","I found challenges in having to form an opinion on things I may have not considered before. ",8,19,Female,Caucasian/White,Freshman,,92301
2024-10-18 11:25:31,2024-10-18 11:33:28,IP Address,161.130.189.231,100,476,True,2024-10-18 11:33:29,R_7JmjX8xVNyUiHuu,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Agree,Agree,Neither Agree or Disagree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Agree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,9,-11,15,21,3,-3,6,2,3,3,-6,10,4,12,2,4,3,3,4,6,25,37,11,8,3,10,-3,-3,7,7,,,,,,,,,,11,7,21,Surprised,Surprised,Surprised,11,15,30,26,5,-7,4,5,5,4,7,-3,11,-20,9,4,24,9,6,34,6,7,-9,-6,4,5,4,"I like how I could compare my first responses and then my responses after I read the passages ","Being able to pick a number on the sliding scales ",7,19,Female,Caucasian/White,Sophmore,,91901
2024-10-18 11:19:36,2024-10-18 11:38:38,IP Address,161.130.189.205,100,1142,True,2024-10-18 11:38:39,R_5fqT7pO8fYdj8PF,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Neither Agree or Disagree,Strongly Agree,Agree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,30,-10,20,0,7,7,0,0,0,0,-10,0,10,10,-10,-6,0,0,0,0,-43,25,5,-15,-15,0,-15,25,15,0,30,17,20,Slightly Surprised,Somewhat Surprised,Surprised,41,46,33,,,,,,,,,,30,20,-15,11,0,0,0,0,10,17,-17,5,14,14,14,15,-33,-24,-16,12,19,21,19,19,I liked that I had a wide range on the scale because I am not always 100% agreeing or disagreeing with a statement,I was confusing the information of some the articles because I read one after another,6,18,Female,Caucasian/White,Freshman,,91858
2024-10-18 13:18:47,2024-10-18 13:27:32,IP Address,161.130.189.200,100,525,True,2024-10-18 13:27:33,R_7pfhmfVcBv6LO6d,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Agree,Agree,Neither Agree or Disagree,Agree,Agree,Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,-12,36,24,-16,-16,16,-12,14,-22,-20,16,50,-31,-31,-36,13,24,25,-34,23,-50,50,-50,-50,34,35,20,13,-43,-43,,,,,,,,,,15,26,-50,Slightly Surprised,Not Surprised,Somewhat Surprised,14,26,-50,23,11,26,14,11,6,11,11,35,29,14,27,15,17,-12,26,-50,-23,-39,-26,-33,-19,-29,-22,"It got to the point. ",N/A,8,18,Female,Caucasian/White,Freshman,,91331
2024-10-11 13:11:28,2024-10-11 14:07:09,IP Address,161.130.190.22,3,3340,False,2024-10-18 14:07:09,R_5MbeoCv79rh6M8q,,,,,,,anonymous,EN,Disagree,Agree,Strongly Agree,Agree,Neither Agree or Disagree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92191
2024-10-20 15:15:09,2024-10-20 15:34:25,IP Address,161.130.190.20,100,1155,True,2024-10-20 15:34:26,R_62LIhzhxVyqdT6z,,,,,38.9361,-92.3056,anonymous,EN,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Agree,Agree,45,27,-39,39,-31,21,50,50,50,50,26,44,-15,24,-32,8,29,29,50,50,-18,31,-19,32,-12,-50,15,-50,-50,-50,34,25,45,Not Surprised,Slightly Surprised,Not Surprised,50,21,50,,,,,,,,,,44,34,-45,50,44,49,50,50,34,40,-26,50,50,50,50,50,50,-50,50,-50,20,50,-50,-50,"Gave lots of different ways to answer the questions. ","I had none. ",3,18,Female,Caucasian/White,Freshman,,91849
2024-10-20 19:52:04,2024-10-20 20:40:24,IP Address,161.130.189.238,100,2899,True,2024-10-20 20:40:24,R_3aX29bTAGIBbQuU,,,,,38.9361,-92.3056,anonymous,EN,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Strongly Agree,31,-22,34,17,-13,1,4,1,6,-3,-20,-21,11,50,-50,28,19,31,21,10,-10,33,18,18,-18,3,-2,5,7,5,-14,21,-16,Surprised,Not Surprised,Surprised,32,-11,31,,,,,,,,,,38,21,-11,7,4,14,6,4,-30,33,-42,37,18,19,16,11,30,-12,7,-4,-6,1,1,1,"I liked that it gave me a range to pick from about my opinion. ",Not knowing a lot about the topics at hand.,6,18,Female,Caucasian/White,Freshman,,91114
2024-10-09 19:13:18,2024-10-13 23:21:38,IP Address,161.130.190.24,17,360500,False,2024-10-20 23:21:44,R_5170EP3iQ1Z2FxY,,,,,,,anonymous,EN,Agree,Neither Agree or Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree or Disagree,Agree,Agree,Agree,18,41,17,36,-50,47,37,46,50,50,-50,50,-50,50,-50,50,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91668
2024-10-21 08:02:29,2024-10-21 08:17:20,IP Address,161.130.189.222,100,891,True,2024-10-21 08:17:21,R_1sBtEFmF8OUl7lr,,,,,38.9361,-92.3056,anonymous,EN,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,50,35,18,50,-37,42,29,-35,33,-32,-46,46,-43,50,-50,47,48,46,30,26,-50,37,14,39,-32,24,14,-19,17,-27,,,,,,,,,,-25,15,-35,Slightly Surprised,Surprised,Not Surprised,29,10,-17,25,34,-34,38,32,25,-19,34,-50,36,-50,43,21,30,25,40,-32,26,-36,16,31,-32,-21,22,Being able to use a slider to choose my level,Thinking about the moral implications of AI,3,19,Male,Caucasian/White,Freshman,,91367
2024-10-14 08:20:51,2024-10-14 08:22:12,IP Address,161.130.189.247,4,80,False,2024-10-21 08:22:20,R_7n8gFSp3dVLT5xE,,,,,,,anonymous,EN,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91098
2024-10-21 08:06:57,2024-10-21 08:22:39,IP Address,161.130.189.203,100,942,True,2024-10-21 08:22:40,R_1OOM1J8jYfMWUdr,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,11,-26,32,11,-16,9,-1,9,14,26,-48,26,-30,-29,-24,25,26,27,31,27,13,22,16,22,16,-9,-4,-17,7,10,,,,,,,,,,32,-40,30,Not Surprised,Not Surprised,Surprised,36,-48,19,25,29,-36,23,22,24,18,19,-43,11,28,27,21,26,19,27,16,-6,-10,-8,13,15,10,13,"I liked how they gave other opinions and let you decide before seeing that. ","I had challenges with deciding which are moral problems like AI. ",10,18,Female,Caucasian/White,Freshman,,91360
2024-10-21 08:14:13,2024-10-21 08:33:11,IP Address,104.28.50.72,100,1138,True,2024-10-21 08:33:12,R_1kYO0dpCuqrwx8J,,,,,39.1027,-94.5778,anonymous,EN,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neither Agree or Disagree,Agree,Agree,Neither Agree or Disagree,10,26,36,35,-32,1,7,1,1,1,-25,11,41,7,6,5,24,9,4,7,0,21,24,31,-15,-1,8,25,8,8,16,-15,14,Not Surprised,Somewhat Surprised,Not Surprised,3,8,25,,,,,,,,,,14,11,12,12,13,6,9,14,16,15,22,9,18,16,7,16,31,22,-14,22,13,20,12,9,"It was very easy to follow. ","There seemed to be repeated questions for different groups of people which became a little confusing. ",8,18,Female,Caucasian/White,Freshman,,91281
2024-10-21 08:29:29,2024-10-21 08:38:54,IP Address,161.130.189.196,100,565,True,2024-10-21 08:38:55,R_1P4TmlY5cbb0rPO,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Neither Agree or Disagree,Agree,Agree,Neither Agree or Disagree,Strongly Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,11,-34,30,21,-20,20,-50,-50,-50,-50,7,-50,50,-17,-16,-16,-50,-50,-50,-50,-50,27,27,19,-35,24,20,19,17,16,,,,,,,,,,23,18,-37,Not Surprised,Not Surprised,Somewhat Surprised,13,-9,21,18,17,17,17,17,17,17,18,-4,17,18,17,16,17,16,17,-15,11,-13,13,13,12,13,13,I liked the repeat of questions after reading the material.,"I didn't have a lot of knowledge on some of the topics. ",8,18,Female,Caucasian/White,Freshman,,91418
2024-10-10 13:56:06,2024-10-14 09:27:47,IP Address,161.130.189.192,1,329500,False,2024-10-21 09:27:54,R_3nuBb5CHUGoBJiV,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91711
2024-10-21 09:38:59,2024-10-21 09:43:18,IP Address,161.130.189.255,100,258,True,2024-10-21 09:43:18,R_3iC9BfFR5Wb0IrD,,,,,38.9361,-92.3056,anonymous,EN,Strongly Disagree,Disagree,Neither Agree or Disagree,Agree,Agree,Agree,Agree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,14,-50,1,23,0,1,-2,1,1,1,29,1,14,22,1,1,1,1,1,1,-45,21,-2,-18,-15,-16,-18,-20,-19,-18,2,20,-29,Slightly Surprised,Somewhat Surprised,Slightly Surprised,1,22,-41,,,,,,,,,,4,1,1,1,1,1,1,1,19,12,1,1,1,1,1,1,-38,-43,-35,-35,-34,-34,-33,-31,"I liked that I could be in the middle of different opinions. ","It asked me the same question muiltple times. ",28,18,Female,Caucasian/White,Freshman,,91113
2024-10-21 09:43:56,2024-10-21 09:48:13,IP Address,161.130.189.255,100,256,True,2024-10-21 09:48:13,R_7hooybt8XJM65Bo,,,,,38.9361,-92.3056,anonymous,EN,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,1,2,0,-9,17,-18,16,9,1,1,23,1,1,1,1,1,1,1,1,1,-43,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,1,1,Slightly Surprised,Slightly Surprised,Slightly Surprised,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"I liked that I could be in the middle of two different opinions ","No problems ",29,18,Female,Caucasian/White,Freshman,,91113
2024-10-21 10:29:14,2024-10-21 10:41:32,IP Address,161.130.189.244,100,738,True,2024-10-21 10:41:33,R_7pJEza6ucM1QhDu,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,34,12,14,40,-34,34,24,31,50,50,-28,7,14,-22,31,22,22,50,50,50,-16,36,26,26,-9,9,-21,17,-23,-8,-11,30,-40,Very Surprised,Very Surprised,Very Surprised,38,-34,-15,,,,,,,,,,30,25,19,36,29,24,30,20,-40,12,27,20,50,50,35,19,-12,20,-16,-13,-15,50,-13,-25,It is eye-opening,"Estimating that stats from 2018. ",5,18,Female,Caucasian/White,Freshman,,92399
2024-10-21 11:07:33,2024-10-21 11:20:22,IP Address,161.130.189.227,100,769,True,2024-10-21 11:20:23,R_13myUiUm0KnTylh,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,46,1,11,20,-31,16,0,16,17,18,-41,29,-28,0,-10,5,27,27,27,29,0,32,32,27,0,0,0,0,0,0,41,-20,20,Not Surprised,Somewhat Surprised,Not Surprised,44,31,20,,,,,,,,,,41,41,14,-14,17,18,18,20,-34,30,-29,30,33,34,35,32,20,0,-15,11,12,12,12,14,"I liked that they are all very common topics that need to be addressed, and they were all something I knew about and understood.",There weren't really any challenges.,6,21,Female,Caucasian/White,Junior,,91854
2024-10-21 11:09:06,2024-10-21 11:20:48,IP Address,161.130.189.211,100,702,True,2024-10-21 11:20:49,R_5m7TqdIOxg89MQW,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,0,-20,30,30,-29,33,20,15,17,20,-10,21,24,23,-17,25,23,22,22,23,21,21,21,5,-8,-6,6,6,6,6,,,,,,,,,,25,25,15,Not Surprised,Slightly Surprised,Surprised,41,-10,40,16,21,-18,22,20,20,21,22,10,21,-50,50,22,27,26,26,30,17,-14,13,13,12,12,14,The slider allowed for a more precise answer,Thinking about serious moral issues,8,18,Male,Caucasian/White,Freshman,,92346
2024-10-21 12:12:45,2024-10-21 12:19:04,IP Address,161.130.189.224,100,379,True,2024-10-21 12:19:05,R_625N2WYz0ZVTVAZ,,,,,38.9361,-92.3056,anonymous,EN,Strongly Disagree,Disagree,Strongly Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,32,-36,42,28,-34,18,17,-19,17,20,19,23,-19,-22,18,-20,17,21,-23,27,13,15,26,20,26,18,23,21,26,14,,,,,,,,,,20,-7,28,Surprised,Somewhat Surprised,Surprised,26,19,23,21,25,-16,16,-12,18,14,9,-33,16,40,25,15,17,-10,22,21,16,13,17,17,15,13,-14,the information I got from AI it was really interesting and the comparison between how healthcare involves the morals and decision making behind it.,Well it took some critical thinking skills and you really had to keep an open mind and think about the big picture.,6,19,Female,"Caucasian/White,Asian/Pacific Islander",Freshman,,91835
2024-10-21 12:15:04,2024-10-21 12:22:52,IP Address,161.130.189.215,100,467,True,2024-10-21 12:22:52,R_329MRhW9r62UY7f,,,,,38.9361,-92.3056,anonymous,EN,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Neither Agree or Disagree,Strongly Disagree,Neither Agree or Disagree,Neither Agree or Disagree,31,25,35,50,-50,35,37,23,50,50,-50,50,-33,50,50,50,50,50,50,50,5,32,18,30,-29,14,16,15,12,18,20,-30,-10,Not Surprised,Very Surprised,Surprised,42,-31,20,,,,,,,,,,41,40,-31,33,34,36,37,40,-40,32,10,40,50,50,50,50,12,15,-14,4,7,7,7,14,"I liked how the scale was used instead of just multiple choice. ","I had trouble remembering the exact data from the essays shown. ",5,20,Female,Caucasian/White,Sophmore,,91897
2024-10-21 12:26:36,2024-10-21 12:40:50,IP Address,161.130.189.232,100,854,True,2024-10-21 12:40:51,R_5D6H2UyFKiLHXTp,,,,,38.9361,-92.3056,anonymous,EN,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Agree,6,-42,27,9,-10,-10,-30,-30,26,26,20,20,-5,15,0,10,-10,25,0,0,-10,20,15,31,-30,30,15,30,30,30,,,,,,,,,,31,39,5,Not Surprised,Surprised,Very Surprised,49,3,39,20,21,1,1,1,1,1,1,36,21,-11,21,-5,-5,20,20,21,11,-10,11,-9,-10,1,1,"I liked the issues that were presented to me. They are popular conversations that are occurring in our society. ","I did not really understand the questions or situations I had to ""agree"" or ""disagree"" with. ",8,18,Female,Caucasian/White,Freshman,,91735
2024-10-21 12:30:47,2024-10-21 12:43:04,IP Address,161.130.189.231,100,736,True,2024-10-21 12:43:04,R_3LnhFQwtMjT8cMs,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Agree,Agree,Disagree,Agree,Agree,50,40,-39,50,-50,50,50,50,50,50,-50,50,-47,50,-50,50,50,50,50,50,-50,50,-40,33,-26,38,50,50,50,50,30,40,-40,Surprised,Very Surprised,Very Surprised,40,-10,-30,,,,,,,,,,50,50,-50,50,50,50,50,50,-50,50,-50,50,50,50,50,50,-50,35,-43,39,50,50,50,50,very easy layout and setup; made everything easier to understand :) i also liked that i learned something out of it,the questions about morals were a bit repetitive/hard to differentiate,4,18,Female,Caucasian/White,Freshman,,92664
2024-10-21 13:20:55,2024-10-21 13:30:35,IP Address,161.130.189.210,100,579,True,2024-10-21 13:30:35,R_1DB9f1lZX8aRhgG,,,,,38.9361,-92.3056,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Disagree,Strongly Agree,Neither Agree or Disagree,Agree,Agree,32,20,32,50,-36,13,37,16,16,27,-29,39,-31,-16,-20,30,31,31,27,30,24,41,19,50,-19,40,-24,-27,-21,-21,23,-31,30,Not Surprised,Very Surprised,Somewhat Surprised,41,22,37,,,,,,,,,,40,50,-50,50,50,50,50,50,-50,-50,-50,50,50,50,50,50,28,50,-29,30,-19,-23,-21,-28,"The concepts were interesting. ","The repetitiveness. ",5,20,Female,Caucasian/White,Sophmore,,92463
2024-10-21 13:21:52,2024-10-21 13:31:41,IP Address,161.130.189.195,100,589,True,2024-10-21 13:31:42,R_6lNAg6dTFqrPWp3,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Agree,Agree,Neither Agree or Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Disagree,7,15,17,25,-16,17,17,22,22,21,31,12,-20,31,-10,15,-10,10,-10,-9,-10,29,-14,31,-30,-30,-13,-12,-12,-13,,,,,,,,,,20,35,-10,Somewhat Surprised,Slightly Surprised,Somewhat Surprised,11,30,18,11,20,-24,8,9,16,16,19,33,20,-50,19,19,25,26,29,-16,20,-20,19,16,18,17,14,"That I read essays and articles that could possibly sway my opition, then answer the same questions after reading them","Remembering what I said prior to reading the essays, and thinking about how right or wrong things are, and using my rationale",6,19,Male,Caucasian/White,Freshman,,92343
2024-10-21 13:25:29,2024-10-21 13:39:23,IP Address,161.130.189.203,100,833,True,2024-10-21 13:39:23,R_7sSHJ5f2vAqte2c,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,40,30,-30,30,-40,20,40,35,30,30,-40,30,-40,30,-45,35,40,40,35,40,-30,40,-20,30,-22,30,30,40,30,30,35,-30,-30,Not Surprised,Very Surprised,Surprised,45,-30,-20,,,,,,,,,,35,40,-40,40,40,35,35,35,-40,40,-50,40,40,40,40,40,-30,40,-30,40,30,40,30,30,"I liked how easy this exercise was to understand. ","The challenges I had was deciding my answers to some of the questions. ",5,18,Female,Caucasian/White,Freshman,,92464
2024-10-21 13:34:55,2024-10-21 13:42:15,IP Address,161.130.189.213,100,440,True,2024-10-21 13:42:16,R_1dnk9miVcoZejlP,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Neither Agree or Disagree,Agree,Strongly Agree,Agree,22,12,20,23,-17,-23,12,14,20,21,50,50,-50,35,-50,50,50,50,50,50,-50,30,-43,21,-50,27,41,40,30,33,,,,,,,,,,38,50,-50,Somewhat Surprised,Slightly Surprised,Not Surprised,50,16,13,50,38,-32,20,25,33,25,26,50,20,-50,50,50,50,50,50,-50,20,-50,15,15,13,22,22,N/A,N/A,11,18,Female,Caucasian/White,Freshman,,92395
