"","in_uhc_familiar","in_uhc_change","in_cap_familiar","in_cap_change","in_ai_familiar","in_ai_change","Like_Free_R","Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","id","conv_cond","consen_cond","utilitarian","deontological","time","uhc_support","cap_support","ai_support","uhc_mconv","cap_mconv","ai_mconv"
"410",-27,22,-41,0,-30,23,"...","...",6,18,"Female","Caucasian/White","Freshman","91224","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3,"Pre",11,-31,-33,15.5714285714286,25,21.4285714285714
"411",3,3,7,4,5,3,"it was interesting","some of the questions were morally challenging",4,19,"Male","Caucasian/White","Sophmore","91327","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3,3,"Pre",2,5,3,7,4.85714285714286,7.14285714285714
"412",7,15,13,-11,19,-15,"I liked how interactive it was.","I didn't have any. ",6,19,"Female","Caucasian/White","Freshman","91631","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,3,"Pre",-9,20,-5,-1.71428571428571,4.14285714285714,10
"413",10,3,-31,-9,-4,5,"I learned after reading those essays about the 3 topics, it hanged my mind on some of my opinions and opened my thoughts a little more","not understanding some of the materials prior to the essays",8,19,"Male","Caucasian/White","Freshman","91905","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,3.5,"Pre",5,20,-11,0.857142857142857,3.28571428571429,9.14285714285714
"414",-10,35,30,15,25,20,"I did not enjoy this exercise. One good thing was hearing how Americans responded.","It felt extremely repetitive and like it was pushing for a specific response. It asks a lot of ""is this a moral issue"" but not a lot of ""why or why not"" so the responses feel a bit pigeon-holed.",7,18,"Female","Caucasian/White,Hispanic/Latino(a)","Freshman","92342","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.16666666666667,"Pre",20,-20,10,2.85714285714286,8,-15.4285714285714
"415",1,7,25,5,32,-5,"n/a","n/a",4,18,"Female","Caucasian/White","Freshman","91601","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.66666666666667,2.66666666666667,"Pre",11,-9,-30,12.1428571428571,10.7142857142857,12.5714285714286
"416",6,21,-25,-14,30,4,"I liked to see the real percentages on what Americans actually think. ","i had a hard time deciding whether they were moral principles or not.",1,19,"Female","Caucasian/White","Sophmore","91459","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,3.66666666666667,"Pre",23,50,-50,-9.42857142857143,-6.14285714285714,-6.42857142857143
"417",-6,6,7,-4,11,9,"I like how we got to see how our answers compared to the general publics.","I didn't know how I felt about them and morals.",5,18,"Female","Caucasian/White","Freshman","92698","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,3.5,"Pre",10,6,-9,-2.85714285714286,2.85714285714286,5.28571428571429
"418",-30,33,50,-50,50,22,"I liked having a different variety of issues. None of them were common with each other, so it was interesting to really think on them. ","I struggled with the AI portion of this exercise. AI is still something that is so new, and I'm still forming my opinion on. ",9,21,"Male","Caucasian/White","Senior","91841","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,3.66666666666667,"Pre",50,50,21,4.71428571428571,4.14285714285714,11.8571428571429
"419",-50,0,-20,-31,30,1,"It asked my opinion and showed the publics opinion for me to compare to","Not having any background on universal healthcare",6,18,"Male","African-American/Black","Freshman","91514","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.83333333333333,"Pre",0,-20,-30,0,15.5714285714286,7.28571428571429
"420",20,15,32,-50,4,-7,"I liked that the questions were easy to understand.","A challenge I had with the exercise was that it is sometimes difficult to decide how you feel about such big issues on the spot.",7,19,"Female","Caucasian/White","Sophmore","91275","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.33333333333333,2.16666666666667,"Pre",-20,-50,8,-0.428571428571429,44.2857142857143,20.4285714285714
"421",20,26,41,10,31,16,"I liked that statistics about how other people in America were provided. I also liked that the scale factors had a broad range.","It was hard to determine whether or not my stance on a topic was due to my sense of morality/beliefs rather than evidence-based reasoning.",5,18,"Female","Caucasian/White","Freshman","91965","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.66666666666667,2.33333333333333,"Pre",23,-10,-30,24.8571428571429,25.8571428571429,15
"422",-15,21,28,20,36,18,"I liked that it was easy to takel.","Questioning was a bit confusing.",4,19,"Female","Caucasian/White","Sophmore","92373","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.5,"Pre",28,-28,-18,9.28571428571429,16.1428571428571,-4.28571428571429
"423",35,-30,41,-35,20,19,"I liked the shift from button options to a sliding scale of agree to disagree. This gave me a feeling of freedom in how i represent my views.","I felt that some questions were repetitive. For example, I couldn’t differentiate between “was my answer based on my moral stance” and “was my answer based on my moral principles.”",8,19,"Female","African-American/Black,Asian/Pacific Islander","Sophmore","91380","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.66666666666667,2.66666666666667,"Pre",45,-30,-15,25.4285714285714,36.2857142857143,11.7142857142857
"424",-29,50,39,-29,41,14,"I liked the numerical values being assigned a level of agreeableness or disagreeableness","Trying to remember political enviornment of 2018. ",3,18,"Female","Caucasian/White","Freshman","91692","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,2.16666666666667,"Pre",22,-34,-41,45.5714285714286,50,49.5714285714286
"425",-20,32,-50,10,20,21,"Guessing percentages of the population sample on how they would feel","N/a",9,18,"Male","Caucasian/White","Freshman","92431","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.83333333333333,"Pre",10,0,10,-30.8571428571429,-29.1428571428571,-9.28571428571429
"426",-30,20,10,10,35,15,"made me think while supplying research and numbers ","morality issues and what is right for me vs what would be the most beneficial for the majority of the population ",6,18,"Female","Caucasian/White","Freshman","92704","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,3.33333333333333,"Pre",-20,-10,30,9.28571428571429,-0.714285714285714,18.5714285714286
"427",3,7,1,4,1,1,"Guessing percentages of population","N/a",9,18,"Male","Caucasian/White","Freshman","92431","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,3.5,"Pre",1,2,0,1.14285714285714,0.857142857142857,0.714285714285714
"428",8,11,-20,5,46,6,"Easy and informative","None",1,19,"Female","Caucasian/White","Sophmore","92010","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3.5,"Pre",50,29,7,13.2857142857143,1.42857142857143,11.4285714285714
"429",4,14,8,14,23,11,"Easy","None",1,19,"Female","Caucasian/White","Sophmore","92010","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,4,"Pre",24,14,16,6.42857142857143,5.85714285714286,8
"430",10,16,32,23,34,11,"That I could to see the statistics of the 2014 survey about some of the American citizens thoughts","Some of the questions felt repeated or similar",6,19,"Female","Hispanic/Latino(a)","Freshman","92123","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,3.83333333333333,"Pre",10,45,10,20.5714285714286,10,0.428571428571429
"431",10,30,25,1,37,9,"I liked that I was able to share my values even when introduced to the majority's values. There were a lot of good questions. ","Some Topics I was in between whether it was ethical or not, but I just went with my gut. ",9,18,"Female","Caucasian/White","Freshman","91726","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,2.33333333333333,"Pre",10,-20,-31,6.42857142857143,45.8571428571429,11
"432",-20,40,30,10,40,30,"I liked being able to realize how passionate I was about a subject after reading the essays. I don't think I realized how much I cared until I read those.","I feel like although I like the idea of Universal Healthcare I don't really know the implications behind implementing it in the United States. I feel like although I have a strong opinion it isn't necessarily an informed one.",5,18,"Female","Caucasian/White","Freshman","91426","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,1.83333333333333,"Pre",20,-50,-20,28.5714285714286,35.7142857142857,4.14285714285714
"433",-17,36,-10,20,49,18,"
Rating my specific thoughts on potential issues
","Deciding if something was really a moral issue or not
",8,19,"Female","Caucasian/White","Freshman","92145","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,4,"Pre",32,0,4,31.2857142857143,18.8571428571429,10.2857142857143
"434",-22,20,33,14,50,25,"How I could learn!","Thinking about what I thought about these issues.",5,21,"Female","Caucasian/White,African-American/Black","Junior","91456","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,3.5,"Pre",30,11,10,21.7142857142857,33.5714285714286,35.2857142857143
"435",11,5,31,-41,11,-12,"I liked how the questions that I was being asked, all of them were pretty controversal topics like the death Penalty, I know friends who think it should be a thing and I have friends that think it should be a thing. ","Nothing was challenging about this exercise.",10,19,"Male","Caucasian/White","Sophmore","91674","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.16666666666667,3,"Pre",20,50,21,2.71428571428571,4.85714285714286,12.7142857142857
"436",10,17,32,11,50,33,"it related to issues that are around us today","Comprehending some of the questions asking about my ethics",6,20,"Male","Caucasian/White","Sophmore","92152","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,3.16666666666667,"Pre",30,10,-9,22,4.14285714285714,-19.4285714285714
"437",-17,39,21,10,47,-33,"I liked how specific you could get with your opinion and kind of meet it in the middle. I also liked how different topics were brought up. I like how it started with your initial knowledge and opinion of the topics, then explained the topics, then checked again your views on the topic.","No challenges except with the estimation of percentages back in 2018.",9,18,"Female","Caucasian/White","Freshman","91701","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.16666666666667,2.66666666666667,"Pre",14,-21,-42,9.71428571428571,13.5714285714286,19.1428571428571
"438",10,8,16,-20,31,20,"how the level that i agree with is on a scale and not just bubbles","i really did not have any challenges",7,18,"Male","Caucasian/White,African-American/Black","Freshman","91169","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,2.5,"Pre",-15,5,-30,11.2857142857143,24.2857142857143,-23.8571428571429
"439",38,-25,22,-4,48,-33,"Easy to process","hard to keep focus",8,18,"Male","Caucasian/White","Freshman","91330","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,3,"Pre",-38,28,-50,6,12.4285714285714,17
"440",29,7,23,26,44,18,"I liked that the three topics were very different.","Thinking deeply about AI and things that I normally don't pay much attention to.",3,18,"Female","Caucasian/White","Freshman","91341","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,2.5,"Post",11,-5,-5,22.7142857142857,22.7142857142857,27.2857142857143
"441",-19,5,42,16,31,5,"I liked the diversity and explanation within the options.","Debating and considering moral ethics and what I believe to be right and wrong.",3,18,"Female","Caucasian/White","Freshman","92515","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.33333333333333,3,"Post",25,16,-21,7.28571428571429,0.571428571428571,4.71428571428571
"442",15,15,30,16,30,20,"It was in depth","Some questions seemed a little redundant",5,18,"Male","Caucasian/White","Freshman","91159","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.5,2,"Post",27,-28,5,27.2857142857143,19.2857142857143,-16.7142857142857
"443",-30,40,23,-26,48,-21,"That I got to read about what America's percentage was for different issues. Some were surprising to see. ","I didn't face any challenges while doing this exercise. ",11,18,"Female","Caucasian/White,American Indian/Alaska Native","Freshman","91630","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,4,"Post",-31,40,-41,24.7142857142857,39,1.57142857142857
"444",30,10,40,-20,35,-30,"The ethical issues discussed are ones that a lot of people are at least somewhat familiar with.","If I could type my response to each question, I would have been able to more accurately explain my stance on each issue. ",2,18,"Female","Caucasian/White","Freshman","92302","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.33333333333333,"Post",50,-10,-30,50,42.8571428571429,20
"445",10,20,5,9,32,-33,"I liked the topics","The questions were very repetitive ",8,18,"Female","Hispanic/Latino(a)","Freshman","91898","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,3.16666666666667,"Post",50,50,-20,17.4285714285714,25.7142857142857,-9.57142857142857
"446",-38,6,8,-7,17,12,"The essays that I read about to give more in depth knowledge ","How many times the questions were asked ",8,18,"Female","Caucasian/White","Freshman","91449","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,3.33333333333333,"Post",22,33,29,11.7142857142857,11.7142857142857,19.4285714285714
"447",3,-18,-50,5,6,5,"having more options than normal.","deciding on wether ideas are good or bad.",6,18,"Female","Caucasian/White","Freshman","91877","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3,3,"Post",7,-8,-8,0,0,0
"448",14,-37,15,-36,33,-15,"Interesting topics","Ethics vs. morals",11,19,"Female","Caucasian/White","Sophmore","91643","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.33333333333333,3,"Post",37,50,37,12.2857142857143,18.8571428571429,11.8571428571429
"449",-16,-13,25,-31,30,-19,"I liked that I was able to provide answers based on my own opinions, as well as what I think the general population's opinions are.","A lot of the questions were very similar, and I wasn't completely sure what the difference was between some of them.",3,19,"Female","Caucasian/White","Sophmore","91789","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.5,2.66666666666667,"Post",33,-30,-28,28.7142857142857,31,34
"450",-24,21,30,-19,33,-16,"I liked the thought out questions","Many of the questions seemed repetitive",5,19,"Female","Caucasian/White","Sophmore","91995","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.5,2.5,"Post",16,30,9,18.5714285714286,28.1428571428571,24.5714285714286
"451",5,-10,4,-9,20,3,"Made me think critically of interesting topics","Reading the essays and letting my opinion slightly change",8,18,"Female","Caucasian/White","Freshman","91649","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,3,"Post",-11,-23,-10,9.14285714285714,21.5714285714286,0.571428571428571
"452",29,17,21,-34,-10,21,"The opportunity to explain my thoughts further then just yes and no. ","Going back and forth on my own moral standpoints. ",3,18,"Female","Caucasian/White","Freshman","92326","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,3.66666666666667,"Post",31,-29,21,21.8571428571429,41,24.1428571428571
"453",13,-21,8,-21,25,-11,"Interesting topics","Moral vs ethical",11,19,"Female","Caucasian/White","Sophmore","91643","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3,2.33333333333333,"Post",8,29,23,7.71428571428571,16,10.4285714285714
"454",34,-9,35,-15,31,30,"I liked that we got to guess where people in 2018 would score these questions and then we got to read a little bit about the topics. It was also interesting that one of the questions was how open are you to changing your mind.","Sometimes some of the questions about is it moral or not I knew what I believed but was unsure how to represent that on the sliding scale. ",4,19,"Female","Caucasian/White","Sophmore","91104","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,3.16666666666667,"Post",41,-27,12,31.7142857142857,32.7142857142857,-2.42857142857143
"455",-30,15,9,6,3,8,"I liked that it asked if the answer one chose was because of their morals.","I did not understand completely some of the questions.",8,18,"Female","Caucasian/White","Freshman","92172","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,3.16666666666667,"Post",16,8,13,0,0,3.14285714285714
"456",-42,0,-40,50,43,50,"We got to predict what the Americans thought about AI, Capital Punishment, and health care, and then see what the results were","Really just deciding if my opinions were reflective on my values and morals. Which in certain circumstances, i agree.",6,18,"Female","Caucasian/White,African-American/Black","Freshman","92319","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,1.66666666666667,"Post",-50,-50,-50,-23,45.8571428571429,12
"457",0,30,10,20,50,0,"It made me think about things I usually don't thin about.","I was not very informed about these issues before reading the essays. ",6,18,"Female","Caucasian/White","Freshman","92330","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.66666666666667,2.83333333333333,"Post",50,24,50,13.8571428571429,42.7142857142857,24.1428571428571
"458",-1,24,25,-27,34,35,"I liked that they gave statistics about how other Americans feel","I thought the wording about ethics and moral questions was a little confusing. ",6,18,"Female","African-American/Black","Freshman","92378","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,2.33333333333333,"Post",46,19,21,9.71428571428571,47,2.28571428571429
"459",-10,21,30,-21,32,-11,"I liked that it sled me for my opinion before showing me the percentage of what other people thought. ","It was difficult to gauge how the morality of each opinion and how I would put it on my scale. ",7,18,"Female","Caucasian/White","Freshman","92179","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,2.83333333333333,"Post",20,32,-34,16,27.4285714285714,18.7142857142857
"460",-10,5,9,5,41,-2,"it really tested my thoughts and ideas i had about the topics ","sometimes the questions seemed contradictory",8,18,"Female","African-American/Black","Freshman","91189","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,3.5,"Post",13,4,3,0.142857142857143,-1.57142857142857,-0.142857142857143
"461",0,11,-5,17,16,32,"I liked how it gave you the opportunity to change your answers and opinions on the topic","thinking deeply about the topics to answer the questions",9,18,"Male","Caucasian/White","Freshman","91930","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,2.5,"Post",19,9,-13,5.28571428571429,24.2857142857143,3.14285714285714
"462",-25,20,23,-20,30,-26,"I liked being able to compare my opinions on the topics of health care, the death penalty, and AI with real percentages from data","None",6,18,"Female","Caucasian/White","Freshman","91990","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.33333333333333,2.16666666666667,"Post",17,-14,-14,4.71428571428571,29.4285714285714,8.14285714285714
"463",-22,15,19,6,20,14,"Understanding America's view on their stances for certain issues.","No challenges.",6,19,"Male","Caucasian/White","Freshman","92437","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,3.5,"Post",26,-5,10,5,15.4285714285714,-8.42857142857143
"464",-10,-15,30,-13,26,15,"I liked knowing the statistics of each of the topic statements. ","I had challenges with thinking about how most others would rate their agreeing or disagreeing with the statements. ",6,20,"Female","Caucasian/White","Junior","91873","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,3,"Post",35,20,25,29.5714285714286,26.5714285714286,15.7142857142857
"465",-50,0,20,-7,33,2,"The essays that I read, were interesting to learn about.","Understanding some of the questions and what they were asking, and the percentages to each essay.",5,19,"Female","Caucasian/White","Freshman","92475","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.5,3,"Post",40,20,9,12.7142857142857,-2.42857142857143,-0.714285714285714
"466",-21,35,-41,40,32,13,"I liked that it ask the questions, then I read the essays, then ask the questions again.","I didn't have any.",4,18,"Female","Caucasian/White","Freshman","91693","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,2.5,"Post",39,-37,41,13.8571428571429,27.5714285714286,5.71428571428571
"467",21,21,19,15,34,18,"I liked the way it was set up.","no challenges",4,18,"Female","Caucasian/White","Freshman","91693","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.33333333333333,"Post",20,-35,16,34.4285714285714,33.1428571428571,4.42857142857143
"468",-28,15,11,11,19,-19,"I liked that there was a comparison of data from 2018 to 2024.","I had challenges understanding what some of the statements were implying.",7,19,"Female","Caucasian/White","Freshman","91411","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,2.16666666666667,"Post",21,-31,-25,30.8571428571429,33.8571428571429,16.1428571428571
"469",32,-27,36,-46,37,-28,"Finding out public perception","Thinking of ethical issues that I would be willing to compromise on, wording of question asking if there were important ethical aspects to *blank* without supporting the issue.",1,18,"Male","Caucasian/White","Freshman","92420","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.66666666666667,2.33333333333333,"Post",50,-40,-11,49.8571428571429,40.7142857142857,21.7142857142857
"470",-5,11,11,4,40,14,"It made me think about my perspective on certain things.","I'm not super opinionated so I don't have a lot to say about certain subjects or ideas that were mentioned. ",6,19,"Female","Caucasian/White,Hispanic/Latino(a)","Freshman","92202","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.5,3.16666666666667,"Post",29,-20,-10,20.8571428571429,22,-1.57142857142857
"471",-27,32,-17,30,27,-20,"I liked the continuity, it made it easy to predict what questions would be next. ","It was hard to stay focused during the initial survey portion. ",6,18,"Male","Caucasian/White","Freshman","91625","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.5,2.16666666666667,"Post",21,10,-21,6.85714285714286,15.1428571428571,22.4285714285714
"472",-30,30,-20,50,40,0,"I liked being able to guess the general populations ideas about Universal Healthcare, the death penalty and AI, and then seeing if I was correct or not. I also like studying psychology in general. ","I had challenges measuring my own ethical beliefs about the death penalty because it is a difficult subject to comprehend. ",2,18,"Female","Caucasian/White","Freshman","91168","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.33333333333333,2.5,"Post",50,-40,-20,42.8571428571429,42.8571428571429,28.5714285714286
"473",-30,26,32,-21,29,-36,"The essays given weren't too wordy or long.","Seeing the differences between some of the questions.",3,18,"Male","Caucasian/White","Freshman","92651","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,1.83333333333333,"Post",27,38,-45,10,25.4285714285714,27
"474",1,31,27,20,42,32,"It allowed me to reflect on certain issues","I generally don't have opinions so trying to form them was challenging ",6,18,"Female","Caucasian/White","Freshman","91181","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3,"Post",3,4,-5,2.14285714285714,1.57142857142857,-1.28571428571429
"475",10,30,20,20,20,-10,"I liked being to compare my responses to the data from 2018.","I did not know the difference between the last two questions regarding moral principles and the other option. ",6,18,"Female","Caucasian/White","Freshman","91990","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,2.33333333333333,"Post",19,-11,17,4.57142857142857,14.1428571428571,15
"476",20,-32,50,0,41,0,"The prompts were different, but the questions stayed the same throughout each prompt.","deciding if i was using the number scale correctly",8,18,"Female","Caucasian/White","Freshman","91225","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,3.33333333333333,"Post",50,40,-30,46.8571428571429,46.7142857142857,39.5714285714286
"477",-40,0,41,-49,39,11,"I liked that it included aspects of what the public said about these issues. ","I did not really understand what to do with the slider when I was trying to pick the percentage of Americans who agreed with an issue. ",9,19,"Female","Caucasian/White","Sophmore","92444","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.33333333333333,3,"Post",36,-31,25,35.7142857142857,30.7142857142857,18.7142857142857
"478",20,10,25,-10,22,10,"all based on personal opinion","none",7,19,"Female","Caucasian/White","Freshman","92323","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,3,"Post",20,30,-25,-5.57142857142857,-4.14285714285714,-13.4285714285714
"479",-10,21,22,-23,31,-10,"I liked the comparison between my answers to the general publics. It was genially surprising to see some of the statistics, especially the capital punishment and AI standpoints.","I didn't really have any challenges with this exercise.",4,18,"Male","Caucasian/White","Freshman","92114","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.66666666666667,2.83333333333333,"Post",50,-20,-50,23.4285714285714,37.1428571428571,34.2857142857143
"480",31,20,20,20,22,-10,"Getting to express my own opinion about things in the world ","Trying to decide if I was for or against some of the questions being asked",9,18,"Female","Caucasian/White","Freshman","92467","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,3,"Post",21,22,-41,-5.28571428571429,4,12.2857142857143
"481",27,16,19,9,34,10,"I liked being able to read the actual material ","it was a little repetitive ",8,18,"Female","Caucasian/White","Freshman","91298","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,3.33333333333333,"Post",39,33,34,15.4285714285714,11.7142857142857,-5.71428571428571
"482",1,1,1,1,1,1,"i liked learning about the government","none",4,18,"Female","Caucasian/White","Freshman","91969","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3,3,"Post",1,1,1,0.714285714285714,0.714285714285714,0.857142857142857
"483",-10,10,27,-28,38,17,"I liked the sliders to measure exactly how I felt. I also liked how it told me what percentages.","not much",8,20,"Male","Caucasian/White,Asian/Pacific Islander","Sophmore","91223","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,2.66666666666667,"Post",21,-16,-2,-6,13.4285714285714,-11.7142857142857
"484",10,40,5,-30,43,-25,"I liked learning about how the majority of the population views these things.","Deciding how the world viewed the death penalty.",10,19,"Male","Caucasian/White,American Indian/Alaska Native","Freshman","91406","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3,"Post",30,33,36,20.4285714285714,24,9.57142857142857
"485",-25,21,30,11,40,27,"That the topics where relevant to today and well known  ","I don't like using the completely agree or disagree options because i feel like they are to harsh sometime  ",2,18,"Female","Caucasian/White","Freshman","91430","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,1.5,"Post",40,-12,25,21.2857142857143,31,11.5714285714286
"486",29,50,23,50,50,-21,"I liked how it challenged me to be self-aware about where my opinions come from and how susceptible I am to persuasion.","It was hard to understand the purpose of some of the questions, because I lot were repetitive so I had to be careful to understand what each questions was asking and the purpose of the question to differentiate between meaning. ",4,18,"Female","Caucasian/White","Freshman","91918","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.5,1.5,"Post",50,-19,-50,28.4285714285714,23.7142857142857,26.1428571428571
"487",-32,27,27,-25,12,-33,"The passages that were required to read weren't too long or wordy.","I had trouble noticing the difference between some of the questions.",4,18,"Male","Caucasian/White","Freshman","92651","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2,"Post",36,39,-29,6.14285714285714,26.4285714285714,20.7142857142857
"488",22,30,28,16,38,22,"The questions were straight forward and the essays gave a different perspective on the topics","I had no challenges",9,18,"Male","Caucasian/White","Freshman","91512","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,3.33333333333333,"Post",30,24,18,29.8571428571429,23.1428571428571,26.4285714285714
"489",21,-11,20,24,27,-17,"Learning about how the rest of america views these things.","Determining what percentage of people would want the death penalty as a thing still.",10,19,"Male","Caucasian/White,American Indian/Alaska Native","Freshman","91406","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,3,"Post",27,37,36,9.57142857142857,24.4285714285714,15.2857142857143
"490",12,20,28,-4,27,-20,"It was fun to see how my thoughts changed and became stronger after seeing the populations stance. ","Remembering what I said before. ",4,19,"Female","Caucasian/White","Freshman","91227","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.16666666666667,2.83333333333333,"Post",20,-20,-22,12.7142857142857,13.5714285714286,14.2857142857143
"491",-4,19,-50,33,26,33,"I liked how there was a variety of question types.","I struggle to think about what my stance would be on certain topics.",6,18,"Female","Caucasian/White","Freshman","92324","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.66666666666667,2.16666666666667,"Post",19,20,19,17.2857142857143,20.7142857142857,26.1428571428571
"492",6,13,9,16,29,25,"I liked the questions being asked. ","How repetitive questions were and the same format throughout.",6,18,"Male","Caucasian/White","Freshman","91924","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,2.66666666666667,"Post",16,28,8,-0.857142857142857,1.85714285714286,5.57142857142857
"493",-36,36,30,50,26,50,"Talking about the specific topics","Explain more the differences between the moral and ethical options",6,18,"Male","Caucasian/White","Freshman","91997","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.66666666666667,2.33333333333333,"Post",28,36,-30,24.5714285714286,26.5714285714286,1.71428571428571
"494",-10,36,12,19,18,-9,"very good and insightful questions.","Having to drag every answer.",6,18,"Male","Caucasian/White","Freshman","91924","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.33333333333333,3,"Post",32,-24,15,13.4285714285714,0.428571428571429,12.5714285714286
