StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q146_1,Q146_2,Q146_3,Q146_4,UTIL_1,UTIL_2,UTIL_3,UTIL_4,UTIL_5,UTIL_6,DEON_1,DEON_2,DEON_3,DEON_4,DEON_5,DEON_6,Post_Int_1_10,Post_Int_2_1,Post_Int_3_1,Post_Int_4_1,Q114_1,Q114_2,Q114_3,Q114_4,Q116_10,Q117_1,Q118_1,Q119_1,Q121_1,Q121_2,Q121_3,Q121_4,High_Like_Free_R,High_Hard_Free_R,Pol_High_1,Age_High,Gender_High,Race_High,School_High,Q163_10,Q164_1,Q165_1,Q166_1,Q169_1,Q169_2,Q169_3,Q169_4,Q171_10,Q172_1,Q173_1,Q174_1,Q176_1,Q176_2,Q176_3,Q176_4,Low_Like_Free_R,Low_Hard_Free_R,Pol_Low_1,Age_Low,Gender_Low,Race_Low,School_Low,SILS_1_1,SNS_1_1,SNS_2_1,SNS_3_1,SNS_4_1,SNS_5_1,SNS_6_1,SNS_7_1,SNS_8_1,NZ1_A_5,NZ1_A_6,NZ1_A_17,NZ1_A_24,NZ1_A_25,NZ1_B_5,NZ1_B_6,NZ1_B_17,NZ1_B_24,NZ1_B_25,NZ5_A_5,NZ5_A_6,NZ5_A_17,NZ5_A_24,NZ5_A_25,NZ5_B_5,NZ5_B_6,NZ5_B_17,NZ5_B_24,NZ5_B_25,RNS_1,RNS_2,RNS_3,RNS_4,RNS_5,RNS_6,RNS_7,RNS_8,id
2023-12-04 09:40:13,2023-12-04 09:52:25,0,161.130.189.207,100,731,1,2023-12-04 09:52:26,R_3KrKHoAvBHbkkLO,,,,,38.9361,-92.3056,anonymous,EN,100,83,91,100,4,3,5,4,3,5,4,3,4,5,4,4,79,69,69,100,3,4,4,1,90,100,83,89,59,100,81,85,"it was surprising to me ","it was hard to think what the global population would think of ",11,19,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,6,4,2,4,5,5,0.006,0.08,0.151,0.3,0.525,0.615,0.663,0.765,0.786,0.914,0.014,0.254,2.331,2.725,3.514,3.69,2.655,2.775,3.282,4.275,,,,,,,,,89454
2023-12-04 11:22:47,2023-12-04 11:28:07,0,161.130.189.252,100,320,1,2023-12-04 11:28:08,R_33jrM0TCdUQYs8i,,,,,38.9361,-92.3056,anonymous,EN,92,95,74,100,5,5,4,4,4,5,2,2,1,2,2,3,61,42,80,82,4,5,5,5,100,91,57,100,100,100,77,100,I liked looking at the responses over the years and how they change.,"None ",6,19,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,3,3,6,2,4,5,0.034,0.145,0.286,0.468,0.558,0.639,0.683,0.839,0.875,0.906,0.162,0.535,0.542,1.641,0.331,1.824,3.063,1.479,1.085,2.768,,,,,,,,,89447
2023-12-04 11:39:36,2023-12-04 11:44:33,0,161.130.190.20,100,297,1,2023-12-04 11:44:34,R_2Qrjs0rgcLIe1ZH,,,,,38.9361,-92.3056,anonymous,EN,51,50,52,50,5,5,5,5,5,5,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,51,51,51,50,3,3,3,3,51,50,49,48,49,54,49,47,To be able to have your own opinion and see how they match up from previous surveys.,"I didn’t have any challenges.. ",29,18,2,1,1,4,2,5,5,2,3,3,3,3,0.052,0.118,0.269,0.434,0.507,0.589,0.671,0.716,0.837,0.966,0.393,0.794,1.252,1.561,2.084,1.944,1.925,2.112,2.243,2.327,,,,,,,,,88838
2023-12-04 11:39:34,2023-12-04 11:49:24,0,104.28.104.118,100,589,1,2023-12-04 11:49:24,R_82qZkqrLGK4vl2F,,,,,39.1027,-94.5778,anonymous,EN,60,70,10,94,4,4,3,2,5,5,2,4,4,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,50,60,7,93,4,3,5,4,60,39,21,61,37,54,23,76,I liked considering different scenarios in different years and how the outcomes may be different.,"I did not have any problems but it took a lot of thinking and consideration to think about the different scenarios. ",11,20,2,1,3,4,4,4,3,5,6,5,2,5,0.014,0.132,0.214,0.33,0.501,0.604,0.67,0.797,0.865,0.975,0.134,3.493,5,4.486,3.782,1.599,1.401,2.134,3.113,3,,,,,,,,,89037
2023-12-04 13:07:42,2023-12-04 13:22:46,0,173.31.196.103,100,903,1,2023-12-04 13:22:47,R_3s1hi448MhkliK5,,,,,38.9336,-92.363,anonymous,EN,84,49,15,100,3,3,3,3,3,4,2,2,2,3,3,3,51,29,3,100,1,3,3,3,60,29,30,92,81,45,10,100,It was interesting,I was confused at times,8,19,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,2,5,3,3,0.041,0.172,0.285,0.333,0.533,0.659,0.689,0.727,0.854,0.914,0.13,3.764,0.13,0.179,0.106,2.374,2.602,3.033,0.512,1.317,,,,,,,,,88410
2023-12-04 13:28:24,2023-12-04 13:34:55,0,161.130.189.243,100,390,1,2023-12-04 13:34:56,R_24AwhD4osJVtQsn,,,,,38.9361,-92.3056,anonymous,EN,51,51,27,100,3,3,3,3,3,3,2,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,56,67,52,97,3,3,2,1,40,45,43,100,53,51,52,100,It was good because it gets the participants brains thinking about current issues,Some people may not be fully educated on some of the issues,7,19,1,1,1,4,5,5,5,5,5,5,1,5,0.008,0.121,0.252,0.439,0.531,0.618,0.749,0.81,0.872,0.985,0.014,0.289,1.056,1.873,2.486,2.599,3.028,3.303,3.824,4.254,,,,,,,,,88321
2023-12-04 13:41:42,2023-12-04 13:48:22,0,173.31.200.70,100,400,1,2023-12-04 13:48:23,R_3PMJ6JS6ptWuqEp,,,,,38.9336,-92.363,anonymous,EN,86,60,82,100,4,4,4,4,5,4,2,2,3,2,4,2,66,52,45,92,1,1,1,1,87,80,90,100,90,95,100,100,"I like being able to compare my answers to others, and seeing the comparison. ","None ",5,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,4,3,6,4,4,0.014,0.111,0.246,0.162,0.527,0.556,0.737,0.845,0.915,0.952,0.218,3.303,5,5,5,5,5,5,5,5,,,,,,,,,88258
2023-12-04 14:07:39,2023-12-04 14:35:22,0,161.130.189.231,100,1662,1,2023-12-04 14:35:22,R_3MlIWDh1gvmwn2x,,,,,38.9361,-92.3056,anonymous,EN,93,80,55,100,4,5,5,3,5,5,3,3,3,3,4,4,62,48,70,89,1,2,2,1,71,72,83,100,85,81,76,100,I liked that I could rank where I thought each statement would be.,Deciding what I thought about each statement or question.,8,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,3,4,4,2,1,4,0.027,0.086,0.239,0.42,0.513,0.552,0.677,0.746,0.815,0.718,0.134,1.197,1.415,1.761,2.092,2.099,2.338,2.669,2.986,2.937,,,,,,,,,89250
2023-12-04 14:30:01,2023-12-04 14:43:19,0,161.130.189.221,100,797,1,2023-12-04 14:43:19,R_2Ej9EsTltPguD3r,,,,,38.9361,-92.3056,anonymous,EN,51,52,40,95,5,4,4,4,4,5,2,3,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,62,64,52,100,2,3,4,1,76,82,20,100,62,56,46,100,I like how it compared my results to others in the past to see if I share common ground with majority of the population.,Wasn't sure sometimes if a question was trying to trick me or not.,28,19,1,1,1,3,5,5,5,6,4,5,2,5,0.039,0.142,0.258,0.369,0.489,0.58,0.628,0.731,0.786,0.887,0.225,2.704,5,5,5,2.606,3.049,3.268,3.93,3.852,,,,,,,,,88947
2023-12-04 14:33:47,2023-12-04 14:56:16,0,161.130.189.254,100,1348,1,2023-12-04 14:56:17,R_qEGUJ4jFtLM4OsN,,,,,38.9361,-92.3056,anonymous,EN,88,88,88,100,4,4,4,5,4,3,2,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,49,38,52,61,2,1,1,3,56,70,40,87,85,85,85,100,I liked seeing the percentages of other surveys.,"I had trouble answering some questions because there wasn't only one right answer for some of them. ",,18,2,1,1,2,1,3,6,6,4,4,1,5,0.018,0.112,0.226,0.302,0.497,0.538,0.676,0.742,0.819,0.826,0.012,0.16,1.047,1.322,1.434,2.216,2.793,3.455,4.371,4.878,,,,,,,,,89411
2023-12-04 14:49:45,2023-12-04 14:57:48,0,161.130.189.216,100,483,1,2023-12-04 14:57:49,R_3nVs4XUFYOD5bJl,,,,,38.9361,-92.3056,anonymous,EN,100,60,20,100,3,4,3,3,2,4,2,2,2,3,3,4,100,60,19,100,2,2,3,1,100,91,72,100,100,91,50,100,I think it is interesting to start with your own opinion and slowly learn more about others'. It changed my perspective in a sense.,It wasn't challenging,8,18,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,6,5,3,1,4,4,0.025,0.127,0.245,0.162,0.486,0.651,0.679,0.163,0.737,0.956,2.62,2.732,2.746,2.718,2.782,2.62,2.592,2.761,2.662,2.627,,,,,,,,,88275
2023-12-04 15:16:44,2023-12-04 15:28:55,0,153.33.191.207,100,730,1,2023-12-04 15:28:55,R_YQgrMnuVhw0R4ul,,,,,38.9361,-92.3056,anonymous,EN,64,35,66,100,4,4,4,4,4,4,2,3,4,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,66,51,36,100,4,2,1,1,62,41,23,100,51,29,59,100,Seeing actual data compared to my thoughts and answers.,No challenges.,10,20,1,1,2,4,5,5,6,6,5,5,2,5,0.041,0.132,0.241,0.385,0.513,0.535,0.673,0.785,0.861,0.921,0.042,0.38,1.035,1.162,2.796,2.683,3.113,3.486,4.232,4.634,,,,,,,,,89286
2023-12-04 15:26:59,2023-12-04 15:37:24,0,161.130.189.198,100,625,1,2023-12-04 15:37:25,R_2zjvx0hf0Scfhi7,,,,,38.9361,-92.3056,anonymous,EN,100,58,62,100,4,4,4,3,4,4,3,3,2,4,3,4,83,81,50,100,3,1,5,1,89,95,75,100,87,90,58,100,It opened my eyes to how my views reflect the majorities views.,N/A,10,19,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,3,6,3,2,6,5,2,2,4,0.035,0.131,0.253,0.377,0.494,0.588,0.642,0.8,0.767,0.987,0.02,0.858,1.006,1.668,3.273,3.161,3.273,3.703,3.9,4.604,,,,,,,,,88647
2023-12-04 16:48:51,2023-12-04 17:56:36,0,161.130.189.253,100,4065,1,2023-12-04 17:56:36,R_2SxkA3nPRdyauMi,,,,,38.9361,-92.3056,anonymous,EN,51,62,53,100,4,4,4,3,3,5,3,4,3,4,4,4,70,80,50,100,1,1,1,1,68,82,70,100,69,78,77,100,"I liked the diversity of the questions ","I didn't have any ",11,19,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,6,6,4,3,2,5,0.063,0.151,0.217,0.261,0.549,0.628,0.707,0.714,0.872,0.911,1.57,2.423,2.803,3.627,3.232,3.19,3.592,3.127,4.077,4.246,,,,,,,,,89404
2023-12-04 18:21:46,2023-12-04 18:30:04,0,161.130.189.220,100,497,1,2023-12-04 18:30:04,R_300hKfNMB2Kv7XU,,,,,38.9361,-92.3056,anonymous,EN,100,32,100,100,2,3,4,3,2,3,3,5,3,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,100,70,100,100,1,1,1,1,100,15,100,100,100,0,100,100,it lets you give your personal opinion,"i didnt have any ",29,18,1,1,1,5,5,6,6,6,1,6,6,5,0.014,0.017,0.032,0.074,0.522,0.657,0.717,0.908,0.936,0.942,0.154,4.168,4.428,5,5,5,5,5,5,5,,,,,,,,,88417
2023-12-04 19:50:38,2023-12-04 20:00:41,0,161.130.189.205,100,603,1,2023-12-04 20:00:42,R_a9UpTkc2fuIAFy1,,,,,38.9361,-92.3056,anonymous,EN,95,84,1,100,4,5,5,5,5,5,5,1,2,3,4,4,94,78,26,100,2,1,5,2,100,90,1,100,100,89,1,100,That on average the population in 2018 does not think how I thought they did in terms of capital punishment.,Understanding why people support capital punishment so much.,8,18,2,"1,3",1,,,,,,,,,,,,,,,,,,,,,,,,2,5,3,2,2,2,2,2,3,0.017,0.065,0.199,0.363,0.452,0.532,0.706,0.776,0.893,0.968,0.063,0.317,1.43,2.239,2.423,2.134,3.063,2.796,4.38,4.669,,,,,,,,,89420
2023-12-04 20:03:23,2023-12-04 20:13:02,0,161.130.189.253,100,578,1,2023-12-04 20:13:02,R_6wVP5SyqlwpxMFb,,,,,38.9361,-92.3056,anonymous,EN,75,24,47,100,3,4,4,3,3,4,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,75,19,47,100,3,2,2,1,57,50,45,100,77,43,49,100,It gave me percentages that I had no prior knowledge of.,thinking about how others felt about these topics.,7,18,2,1,1,3,5,5,4,4,3,3,2,5,0.044,0.103,0.259,0.38,0.501,0.638,0.665,0.87,0.845,0.944,0.085,0.535,1.718,1.387,2.585,2.176,3.028,3.275,4.127,4.521,,,,,,,,,88930
2023-12-04 20:16:28,2023-12-04 20:34:43,0,161.130.189.255,100,1094,1,2023-12-04 20:34:43,R_2VPhY93ehxWdVA5,,,,,38.9361,-92.3056,anonymous,EN,75,92,45,97,4,4,4,4,3,5,2,3,3,2,3,3,42,71,80,19,4,2,1,1,85,90,87,96,89,93,70,99,"I liked the aspect of predicting what i thought the result were, then being able to see the real results. ","Just deciding how much of a percentage i actually felt about something ",8,19,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,5,2,3,4,3,3,0.139,0.233,0.17,0.422,0.494,0.556,0.667,0.759,0.8,0.816,0.209,0.469,1.202,3.688,4.23,2.42,3.089,2.068,3.906,1.469,,,,,,,,,89060
2023-12-04 20:23:11,2023-12-04 20:38:39,0,173.31.204.18,100,928,1,2023-12-04 20:38:40,R_2uBZgoxsiy8VooA,,,,,38.9336,-92.363,anonymous,EN,36,20,88,100,4,4,4,3,5,4,2,3,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,51,29,24,100,3,3,4,1,61,47,18,100,41,26,3,100,"I liked seeing the real results after I guessed. It made me reflect on my accuracy and the difference between my perceptions and reality. ",The bar tracing was confusing at first.,28,20,1,1,2,5,3,6,5,6,3,3,3,2,0.006,0.108,0.249,0.185,0.53,0.731,0.69,0.827,0.893,0.931,0.063,0.324,0.915,1.542,2.035,3.049,3.099,3.042,3.204,4.387,,,,,,,,,88881
2023-12-04 20:56:20,2023-12-04 21:04:12,0,104.143.164.84,100,471,1,2023-12-04 21:04:13,R_sU6567wlI3qiTTz,,,,,38.9361,-92.3056,anonymous,EN,100,100,50,95,5,5,5,4,5,5,3,3,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,100,100,50,95,3,3,1,1,70,50,60,100,100,100,50,100,Repetitive questions,"None ",8,19,1,1,2,5,6,6,6,6,5,4,3,6,0.02,0.124,0.272,0.406,0.514,0.531,0.651,0.786,0.851,0.959,0.028,0.127,0.951,1.613,2.542,2.817,2.915,3.113,3.859,4.451,,,,,,,,,88272
2023-12-04 21:45:54,2023-12-04 21:58:11,0,161.130.189.227,100,736,1,2023-12-04 21:58:12,R_1Qio6pnognqHfBC,,,,,38.9361,-92.3056,anonymous,EN,75,85,60,100,3,4,4,3,4,4,4,4,3,3,3,4,50,65,75,100,1,2,2,1,86,86,75,100,75,85,60,100,I liked how my predictions were pretty close and that there are other people who think like me.,In 2018 I was in middle school so it was pretty hard to predict those from the eyes of a 13 year old.,10,18,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,3,5,3,4,5,2,1,3,3,0.018,0.083,0.211,0.272,0.492,0.568,0.703,0.821,0.872,0.965,0.063,0.085,0.444,0.57,1.359,0.824,1.472,1.634,1.972,2.303,,,,,,,,,88142
2023-12-04 22:03:35,2023-12-04 22:08:04,0,153.33.12.20,100,268,1,2023-12-04 22:08:05,R_1Lve83af8LsLH6P,,,,,38.9361,-92.3056,anonymous,EN,89,6,82,84,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,100,40,40,73,1,1,1,1,37,44,61,86,57,70,69,68,Liked finding out actual statistics,Nothing,8,20,1,1,3,4,6,6,5,5,3,4,4,4,0.031,0.196,0.393,0.461,0.546,0.608,0.63,0.762,0.859,0.942,0.162,0.282,3.035,1.803,2.12,4.141,2.465,2.923,1.81,0.423,,,,,,,,,89177
2023-12-04 22:13:02,2023-12-04 22:33:57,0,161.130.190.21,100,1255,1,2023-12-04 22:33:57,R_TpvMGxEZSy7a9XP,,,,,38.9361,-92.3056,anonymous,EN,64,46,72,100,4,3,3,3,4,3,2,3,3,2,4,3,38,43,69,91,4,4,2,1,76,84,87,100,54,64,69,100,It taught me some changes in the opinion of the society in the last 5 years.,Determining my stance on these questions.,11,19,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,1,5,4,3,1,5,0.034,0.174,0.252,0.373,0.46,0.555,0.669,0.687,0.811,0.9,0.02,0.161,1.189,1.661,2.407,2.759,3.541,3.985,4.21,4.365,,,,,,,,,89158
2023-12-04 23:12:15,2023-12-04 23:22:07,0,161.130.189.221,100,591,1,2023-12-04 23:22:08,R_2bI5wOeP2dHfqNY,,,,,38.9361,-92.3056,anonymous,EN,72,87,100,100,4,4,3,4,4,5,4,4,4,4,4,4,72,72,44,100,2,2,2,2,100,100,100,100,100,100,100,100,"Seeing the results of the rest of the United States and how other people reacted to these surveys and questions. ",Not much,7,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,3,3,4,1,2,2,0.038,0.124,0.213,0.365,0.451,0.575,0.624,0.7,0.839,0.927,0.063,0.225,1.099,0.958,1.683,2.585,3.254,3.19,3.725,3.986,,,,,,,,,88389
2023-12-04 23:18:02,2023-12-04 23:46:29,0,161.130.142.22,100,1706,1,2023-12-04 23:46:30,R_3KxsJ3H5TDLdREq,,,,,38.9361,-92.3056,anonymous,EN,61,56,45,83,4,4,4,3,3,4,3,4,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,66,66,50,78,3,3,1,1,64,60,69,94,66,59,63,94,"It showed you the different timelines of the questions and how each one was answered. ","I didn't have any challenges. ",8,18,1,"1,2",1,2,4,4,4,3,4,3,3,3,0.641,0.525,0.445,0.556,0.479,0.468,0.52,0.78,0.704,0.792,2.768,2.887,2.493,1.993,3.042,2.951,3.049,2.261,2.845,2.986,,,,,,,,,88196
2023-12-05 00:00:48,2023-12-05 00:08:27,0,161.130.190.21,100,459,1,2023-12-05 00:08:27,R_2t5sr01ghesJu3W,,,,,38.9361,-92.3056,anonymous,EN,50,72,19,100,4,4,4,4,4,4,3,3,4,4,4,4,50,49,20,93,2,3,3,3,71,71,39,92,50,70,19,97,I showed me the comparisons of my answers to what the general population thought,N?A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,6,6,3,3,5,4,0.035,0.142,0.276,0.371,0.49,0.563,0.663,0.732,0.815,0.909,0.16,2.808,5,5,5,5,5,5,5,5,,,,,,,,,89819
2023-12-05 09:45:54,2023-12-05 09:57:40,0,161.130.135.115,100,705,1,2023-12-05 09:57:41,R_cYBv9Q0h3YhHdMR,,,,,38.9361,-92.3056,anonymous,EN,100,65,80,100,2,4,5,4,4,4,2,2,3,3,2,4,39,65,60,90,1,4,1,1,65,70,75,95,90,85,85,100,I enjoyed having the real data from 2018 presented after I tried to predict it since it made the data stick with me more than if I just read it.,None,8,19,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,3,4,3,5,2,5,0.027,0.111,0.22,0.356,0.504,0.651,0.711,0.792,0.845,0.913,0.092,0.345,1.113,1.254,2.218,2.148,2.831,3.063,4,4.092,,,,,,,,,89042
2023-12-05 09:51:02,2023-12-05 09:58:10,0,161.130.189.203,100,427,1,2023-12-05 09:58:11,R_egi9p7iT9GKXib7,,,,,38.9361,-92.3056,anonymous,EN,100,85,17,100,5,4,4,4,4,4,1,1,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,68,50,50,100,5,3,3,1,91,55,27,100,100,79,19,100,It made a good comparison to the general public,I had trouble remembering my previous answers,6,18,2,1,1,3,6,6,6,6,5,5,2,5,0.083,0.169,0.261,0.38,0.485,0.546,0.6,0.77,0.844,0.873,0.056,0.239,1.317,1.592,2.254,2.204,2.845,3.085,3.634,3.768,,,,,,,,,88941
2023-12-05 10:58:33,2023-12-05 11:05:19,0,161.130.189.202,100,405,1,2023-12-05 11:05:20,R_25LBBtot5Q2SeoN,,,,,38.9361,-92.3056,anonymous,EN,100,51,62,0,4,4,3,3,5,5,2,2,3,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,71,60,50,0,4,2,1,1,71,60,52,100,100,61,65,100,Brought awareness to how other people feel about these issues,no challenges,11,18,2,1,1,4,4,5,5,5,6,5,1,6,0.006,0.046,0.211,0.289,0.525,0.415,0.673,0.738,0.951,0.939,0.049,1.162,2.634,4.732,1.556,0.049,0.824,3.408,1.38,3.331,,,,,,,,,88377
2023-12-05 10:58:32,2023-12-05 11:07:52,0,161.130.189.237,100,560,1,2023-12-05 11:07:53,R_8p1aUhethDkgXRv,,,,,38.9361,-92.3056,anonymous,EN,81,66,57,100,3,5,4,3,3,5,1,3,3,3,3,1,82,69,67,76,3,2,4,3,74,74,89,90,81,86,67,100,It gave some interesting things to think about,"None ",7,18,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,6,4,2,3,1,6,0.031,0.151,0.246,0.36,0.526,0.474,0.594,0.778,0.858,0.948,1.415,3.446,3.815,3.862,1.908,1.154,3.077,4.2,5,5,,,,,,,,,89287
2023-12-05 11:20:19,2023-12-05 11:28:50,0,65.119.151.123,100,511,1,2023-12-05 11:28:51,R_1o0Zhjl2YcOohBG,,,,,38.9336,-92.363,anonymous,EN,32,40,19,84,3,4,4,2,2,3,2,3,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,42,65,51,67,3,4,4,1,65,63,32,99,50,40,9,100,I thought that it was interesting to see what people thought about these major topics.,It was hard to get a guage on what the general population would vote for.,10,19,1,"1,3",2,4,4,4,4,5,3,4,4,5,0.045,0.154,0.299,0.403,0.501,0.566,0.654,0.813,0.803,0.934,0.014,0.57,1.232,1.908,2.81,1.169,1.923,2.563,3.683,4.62,,,,,,,,,89232
2023-12-05 11:41:47,2023-12-05 11:58:07,0,63.150.197.74,100,980,1,2023-12-05 11:58:08,R_1F3M6JsU11hLECH,,,,,38.9336,-92.363,anonymous,EN,50,40,51,100,3,4,4,3,5,5,3,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,82,65,50,100,1,1,2,1,50,45,51,100,35,14,23,100,that I got to see the actual statistics as well,figuring out how much I agreed with each statement,28,19,2,1,2,4,2,2,2,2,1,1,6,2,0.011,0.025,0.27,0.059,0.539,0.159,0.297,0.058,0.038,0.028,0.113,0.472,0.225,0.092,0.648,0.979,0.254,0.176,0.169,0.915,,,,,,,,,88421
2023-12-05 12:25:30,2023-12-05 12:36:30,0,161.130.189.250,100,659,1,2023-12-05 12:36:31,R_1g1mff4xyU19qo2,,,,,38.9361,-92.3056,anonymous,EN,89,50,49,100,3,4,4,4,4,5,3,4,4,4,4,4,65,78,43,100,4,2,2,1,73,74,67,100,70,48,48,100,i liked the topics the research study choose,it was hard guessing what the past studies of the topics,9,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,3,2,4,5,1,5,0.031,0.135,0.256,0.4,0.497,0.405,0.585,0.669,0.756,0.871,0.138,1.646,5,4.984,5,5,5,5,5,4.998,,,,,,,,,88777
2023-12-05 12:59:52,2023-12-05 13:11:30,0,161.130.189.193,100,698,1,2023-12-05 13:11:30,R_2VgN4zbZdOZ4XQJ,,,,,38.9361,-92.3056,anonymous,EN,90,100,0,100,4,3,5,5,4,5,1,3,4,3,4,4,100,100,10,100,5,3,5,1,70,71,50,100,100,100,0,100,"instead of an essay, question-based assignment it was interactive. it was more interactive and fun to do.",n/a,5,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,4,4,5,2,4,3,0.01,0.039,0.249,0.394,0.507,0.606,0.508,1,0.308,0.911,0,3.859,4.268,4.155,5,1.887,2.951,1.113,3.5,1.317,,,,,,,,,88713
2023-12-05 13:34:10,2023-12-05 13:55:29,0,161.130.190.25,100,1279,1,2023-12-05 13:55:30,R_bKmR1gFJbIYF4tP,,,,,38.9361,-92.3056,anonymous,EN,78,78,20,100,4,4,4,2,4,4,2,4,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,35,45,35,100,1,1,3,1,65,45,10,100,70,65,0,100,Showing the stats from 2018,none,7,19,1,"1,4",1,3,4,4,5,5,5,3,2,5,0.02,0.117,0.251,0.358,0.528,0.618,0.641,0.786,0.769,0.954,0.042,0.754,1.93,1.57,1.915,2.148,2.761,2.782,3.937,4.486,,,,,,,,,89435
2023-12-04 15:25:13,2023-12-05 13:59:20,0,161.130.189.206,100,81247,1,2023-12-05 13:59:21,R_3GxjfrY5ZXCKGep,,,,,38.9361,-92.3056,anonymous,EN,100,100,100,100,4,4,3,3,5,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,1,1,1,1,100,100,100,100,100,100,100,100,Nothing.,Everything.,,18,2,2,1,3,3,1,1,1,2,2,2,2,0.156,0.099,0.103,0.108,0.1,0.144,0.144,0.123,0.139,0.139,0.465,0.746,0.38,0.401,0.577,0.373,0.542,0.352,0.472,0.556,,,,,,,,,88844
2023-12-05 13:46:52,2023-12-05 14:11:51,0,161.130.189.226,100,1498,1,2023-12-05 14:11:52,R_eR6OM2bOCSBTyvv,,,,,38.9361,-92.3056,anonymous,EN,100,100,20,100,4,4,5,2,5,4,2,2,1,2,3,2,60,70,80,70,1,2,1,1,90,90,40,100,90,80,20,100,Real world problems,"Determining the world's opinions on these topics. ",,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,6,6,4,4,2,4,0.049,0.156,0.28,0.387,0.501,0.599,0.7,0.789,0.88,0.972,0.077,0.373,1.092,1.556,2.549,3.007,3.021,2.5,3.641,3.43,,,,,,,,,89038
2023-12-05 14:18:18,2023-12-05 14:26:10,0,161.130.189.255,100,471,1,2023-12-05 14:26:11,R_2Y34fx1ywIAm6CO,,,,,38.9361,-92.3056,anonymous,EN,51,50,90,92,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,60,82,20,100,4,4,4,1,70,50,71,93,49,50,86,100,I liked that along with getting to input my opinion I was also able to guess what others’ opinions would be.,I don’t know enough about greenhouse gasses to have a valid opinion.,10,20,2,"1,5",3,5,3,3,3,5,3,5,1,4,0.028,0.144,0.249,0.383,0.499,0.624,0.637,0.742,0.866,0.954,0.077,0.289,0.775,1.127,1.577,1.43,2.711,2.739,1.451,4.162,,,,,,,,,88208
2023-12-05 14:20:54,2023-12-05 14:29:20,0,24.18.107.127,100,506,1,2023-12-05 14:29:21,R_1CjP5FEHJxmsPUP,,,,,47.0111,-122.875,anonymous,EN,82,99,0,100,4,4,5,4,5,5,3,3,5,2,5,5,60,39,40,81,1,5,2,4,94,92,76,100,90,100,75,100,That it told the actual percentages after having us guess,"not knowing the full information to every question ",6,19,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,3,2,5,2,0.028,0.185,0.115,0.146,0.518,0.455,0.935,0.768,0.938,0.956,0.761,1.754,0.796,4.183,4.824,1.007,1.683,2.972,4.134,3.289,,,,,,,,,88140
