"","in_uhc_familiar","in_uhc_change","in_cap_familiar","in_cap_change","in_ai_familiar","in_ai_change","Like_Free_R","Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","id","conv_cond","consen_cond","utilitarian","deontological","time","uhc_support","cap_support","ai_support","uhc_mconv","cap_mconv","ai_mconv"
"540",-36,36,30,50,26,50,"Talking about the specific topics","Explain more the differences between the moral and ethical options",4,18,"Male","Caucasian/White","Freshman","91997","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.66666666666667,2.33333333333333,"post",28,36,-30,24.5714285714286,26.5714285714286,1.71428571428571
"541",22,-21,18,7,31,-38,"I enjoyed that it gave paragraphs to read about what the US thinks about each topic and then we rated the responses off of that. ","I thought that having to compare moral principles and moral values was a little bit difficult to separate. ",7,19,"Female","Caucasian/White","Sophmore","92028","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.5,2.66666666666667,"post",30,35,-19,20,39.8571428571429,13.8571428571429
"542",10,25,22,-19,24,20,"I liked the inclusion of the essays","I wish it was formatted to focus on one issue at a time. Universal health care, then death penalty, then AI",2,18,"Female","Caucasian/White","Freshman","91603","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,2.16666666666667,"post",7,-29,21,16.1428571428571,33.1428571428571,3.85714285714286
"543",1,20,17,8,12,13,"The questions were very specific and easy to answer","May of the question were very similar",7,20,"Female","Caucasian/White","Sophmore","92009","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.16666666666667,2.66666666666667,"post",6,5,-3,7.14285714285714,-0.428571428571429,-2.14285714285714
"544",-40,28,-29,36,16,32,"I like how diverse it was ","I didn’t like how repetitive it was ",7,18,"Female","Caucasian/White","Other","91721","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,2.33333333333333,"post",19,29,-24,21,19.1428571428571,15.2857142857143
"545",13,11,37,-10,33,13,"I liked the different perspectives from 2018","none",2,21,"Female","Caucasian/White","Senior","92170","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,2.16666666666667,"post",22,-45,-6,10.2857142857143,32.1428571428571,5.28571428571429
"546",19,26,28,-10,37,-4,"I liked the different questions that were being asked. It made me think about my stance on certain issues.","I was a little confused on what some of the questions were asking and why some questions were repeated. ",1,18,"Female","Caucasian/White","Freshman","92153","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,3,"post",50,-20,24,38.2857142857143,21,5.57142857142857
"547",50,-40,-20,20,20,33,"everything","SONA credit granting",3,32,"Male","Asian/Pacific Islander","Other","63483","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,2.5,"post",50,-14,16,26.1428571428571,20.7142857142857,10.7142857142857
"548",22,28,24,21,22,31,"I liked that I got to choose how the options were morally important to me and read from essays. ","Some topics I view as more ethically important than others. ",6,18,"Female","Caucasian/White","Freshman","92262","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.33333333333333,3,"post",38,42,31,16.1428571428571,39.1428571428571,8.42857142857143
"549",25,-20,41,1,40,1,"I liked that others' stances were shown on the topics given.","No challenges, just tough to pinpoint exactly where my stance was, as it was somewhat grey.",1,18,"Female","Caucasian/White","Freshman","92492","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.5,2.83333333333333,"post",41,29,24,21.5714285714286,32.5714285714286,21
"550",0,20,1,1,34,16,"I liked how simple the exercise was. ","A challenge I had with the exercise is that was wasn't fully educated on the topics.",4,18,"Female","Caucasian/White","Freshman","92228","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,3.5,"post",13,6,9,0.714285714285714,0.714285714285714,0.857142857142857
"551",2,3,4,5,21,-14,"I enjoyed reading the essays before answering the questions.","I had to look some words up to make sure I understood what they meant.",5,18,"Female","Caucasian/White","Freshman","92309","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.16666666666667,3,"post",18,-15,-50,8.14285714285714,7.85714285714286,13
"552",35,-40,-20,11,20,30,"I liked that it showed how American's felt about the topics in 2018.","Some challenges I had were understanding some of the questions. I had to reread them to understand. ",3,18,"Female","Caucasian/White","Freshman","91848","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,3.16666666666667,"post",45,-10,34,20.7142857142857,7.28571428571429,11.4285714285714
"553",26,-9,36,-24,16,7,"It was thought provoking.","Imagining what most people would think about an issue.",4,46,"Female","Caucasian/White","Junior","92141","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.5,"post",-13,-19,-17,12,20.2857142857143,9.14285714285714
"554",30,15,40,30,35,-10,"I enjoyed being shown the actual data after I had made my prediction.","Recalling the events in the year 2018 as I was in middle school at that point in time.",1,18,"Male","Caucasian/White","Freshman","91644","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.16666666666667,2.83333333333333,"post",40,-30,-41,39.2857142857143,50,34.7142857142857
"555",-1,18,8,-8,30,-10,"It talked about three topics that people could have varying opinions on. ","Feeling like some of the questions where very similar/asking the same thing. ",2,18,"Female","Caucasian/White","Freshman","91152","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,3,"post",15,-16,-14,16.4285714285714,4.28571428571429,-0.428571428571429
"556",21,-32,22,-10,31,-7,"I liked how this exercise asked a set of questions, gave statistics, and then asked the questions again.","Analyzing how I feel about topics.",7,18,"Female","Caucasian/White","Freshman","91495","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3,"post",-8,50,-19,2.28571428571429,39.5714285714286,17.1428571428571
"557",30,50,30,20,50,45,"I liked how many people agreed within the survey, that most of the choices were for and not against the reforms","seeing how AI is a ethical problem as i see it more as a tool to be used like a hammer and a nail",4,19,"Male","Caucasian/White","Freshman","91708","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.66666666666667,3.5,"post",45,50,50,21.4285714285714,50,0
"558",-38,21,15,-21,50,-21,"easy to read questions ","nothing",6,18,"Female","Caucasian/White","Freshman","92359","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.5,3.16666666666667,"post",26,-16,35,21,8.28571428571429,15.4285714285714
"559",-8,0,-13,7,14,-7,"It was interesting","JUst a lot to take in with the essays.",4,18,"Female","Caucasian/White","Freshman","92149","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.33333333333333,3,"post",-8,21,-50,2.85714285714286,-1,-12.7142857142857
"560",0,30,-10,20,30,20,"How I was able to read about what people thought after first answering the questions then having a chance to change my answers","understanding what the questions were asking ",2,19,"Female","Caucasian/White","Freshman","92415","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.5,3.16666666666667,"post",31,33,50,22.5714285714286,13.7142857142857,2.14285714285714
"561",13,44,28,39,42,35,"I liked reading the essays to learn about a different perspective.","Some of the wording in the questions were hard to understand.",4,18,"Male","Caucasian/White","Freshman","92160","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,2.66666666666667,"post",36,39,25,21.5714285714286,14.2857142857143,22
"562",10,1,20,-16,36,1,"these were some ideas that I haven't thought about in a while and I am somewhat knowledgeable and passionate about ","none",7,18,"Male","Caucasian/White","Freshman","91962","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.66666666666667,"post",9,30,11,11.7142857142857,38.8571428571429,20.1428571428571
"563",-18,12,14,16,7,17,"I liked that it asked more in depth questions about your perspective on each question.","I had trouble with the health penalty section because I honestly am unsure on my stance of it because I am unsure if we should have rehabilitation for those rather than receiving the death penalty.",4,19,"Male","Caucasian/White","Freshman","92514","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,3,"post",1,9,11,9.28571428571429,11.5714285714286,10
"564",39,27,40,17,50,-31,"I liked the topics","It was hard to determine what my moral beliefs are",6,19,"Female","Caucasian/White","Freshman","92300","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.83333333333333,2.16666666666667,"post",-19,-25,50,14,13.2857142857143,-10.4285714285714
"565",20,25,15,20,35,-20,"I liked the essays and the results to the polls about the populations opinions. ","I did not have any challenges.",2,18,"Female","Caucasian/White","Freshman","92337","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,2.66666666666667,"post",30,15,-30,35,30.7142857142857,30
"566",12,15,34,-50,22,10,"I liked the section where it gave the real statistics from past surveys in 2018 in comparison.","I would have liked to see more examples of each subject to put it into perspective, like the essays.",1,18,"Female","Caucasian/White","Freshman","92458","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.16666666666667,2.16666666666667,"post",50,-44,-28,33.8571428571429,32.5714285714286,29
"567",-22,-14,-20,26,49,16,"Things I liked about this exercise is that I could answer with my opinion on whether or not I disagreed with the prompt or agreed with it. ","During this exercise the challenges I had to face was putting my beliefs into a this survey and answering truthfully. ",7,18,"Female","Caucasian/White","Freshman","91139","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.5,2.66666666666667,"post",16,24,-10,-1.28571428571429,-3,-4.85714285714286
"568",23,25,20,15,24,29,"I enjoyed the repetition and the perspective shift that allowed me to check my consistency.","The challenge was being consistent with my answers.",4,40,"Female","Other","Sophmore","92706","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,3.66666666666667,"post",22,-31,14,9,16.4285714285714,-5.14285714285714
"569",50,20,-50,3,46,37,"Was dealing with up to date issues ","very repetitive",8,18,"Male","Caucasian/White","Freshman","91882","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,4,"post",27,-39,-44,28.1428571428571,-27.5714285714286,-25.7142857142857
"570",-24,16,22,21,11,11,"Thought provoking","Thinking about my stance on current issues",4,35,"Female","Caucasian/White","Junior","92627","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,2,"post",50,-30,50,40,34.5714285714286,-23.2857142857143
"571",-36,6,23,-50,37,13,"I enjoyed being able to read about the issues to grow my knowledge ","Comprehending the question a little bit",2,18,"Female","Caucasian/White","Freshman","91270","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.16666666666667,"post",50,-50,39,33.5714285714286,44.4285714285714,25.5714285714286
"572",20,38,28,-50,50,6,"I liked the wider range of choices I had. ","I think it is hard to scale some of the opinions asked for, but it was better than having multiple choice options.",2,19,"Female","Caucasian/White","Freshman","92184","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,4.16666666666667,"post",50,5,-22,35.7142857142857,45.7142857142857,35.7142857142857
"573",19,15,50,20,10,13,"Seeing the percentages of the populations agree and disagree about certain topics of issues","I was not able to express why I choose certain sides on problems",1,18,"Female","African-American/Black,Hispanic/Latino(a)","Freshman","91852","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.66666666666667,"post",33,10,21,15.1428571428571,-6.57142857142857,-25.1428571428571
"574",10,25,25,15,45,-10,"The moral choices","Repetivity",4,18,"Male","Caucasian/White","Freshman","91457","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.33333333333333,2.5,"post",30,25,-25,14.2857142857143,21.5714285714286,20
"575",-30,34,-10,20,20,10,"It was interesting to estimate what the general public believed in 2018 and then compare it to the true beliefs at the time. ","It can be hard to mark your level of agreement on controversial topics. ",2,18,"Female","Caucasian/White","Freshman","92410","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,2.5,"post",38,30,15,34.4285714285714,23,15.4285714285714
"576",32,-10,-30,20,40,6,"I liked that I was able to range my opinions from strongly agree to strongly disagree. ","Knowing whether I felt like my opinion was good enough or right. ",5,18,"Female","African-American/Black","Freshman","91680","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,3,"post",40,20,-15,12.7142857142857,12.1428571428571,13.7142857142857
"577",10,-3,31,-34,31,32,"the questions were very well thought out and I liked how many options to answer it gave me.","looking at what the US public beleives",8,19,"Female","Caucasian/White","Freshman","91200","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3,3.5,"post",-20,-50,-19,-13.5714285714286,39.4285714285714,30.1428571428571
"578",34,-50,32,-50,50,-50,"Nothing","Nothing",6,21,"Female","Caucasian/White","Senior","91110","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,3.83333333333333,"post",29,-20,-45,18.5714285714286,27.1428571428571,26.8571428571429
"579",-35,0,25,20,1,-31,"being able to express what i am feeling related to the topic","i didn't want to be out of place 
",4,18,"Female","Caucasian/White","Freshman","92119","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.5,3.33333333333333,"post",20,10,33,20.8571428571429,32,23.8571428571429
"580",-34,0,19,9,31,15,"Seeing what people thought in about these issues in 2018.","Trying to guess other people's views on the issues.",4,19,"Female","Caucasian/White","Sophmore","91482","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3.66666666666667,"post",43,29,13,32.2857142857143,23,13.2857142857143
"581",32,10,23,-37,26,12,"I liked the option to drag the dot based on if we agree or don't.","none",8,18,"Female","Caucasian/White","Freshman","91382","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.33333333333333,2.33333333333333,"post",-17,-19,24,8.14285714285714,23.4285714285714,8.14285714285714
"582",27,16,38,-22,11,13,"Reading essays from different perspectives","none",2,18,"Female","Caucasian/White","Freshman","92194","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,3,"post",22,-50,-49,32.7142857142857,44.8571428571429,42
"583",-42,32,-19,30,37,32,"Relevance: The topics addressed are significant and timely, fostering meaningful discussions.","Complexity of Issues: Some topics, like capital punishment and healthcare, involve nuanced arguments that aren't easily summarized.",2,18,"Female","Caucasian/White","Freshman","91743","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,2.66666666666667,"post",20,21,-8,2.28571428571429,8.85714285714286,4.14285714285714
"584",50,31,-21,31,26,29,"It made me think about a lot of different moral issues and where I stand on them. ","There were a lot of repeating questions. ",2,19,"Female","Caucasian/White","Sophmore","91751","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",5,2,"post",50,-10,11,48.2857142857143,50,50
"585",-26,33,40,-33,43,17,"I like that it gave me insight into my assumptions about the population and 2018 as well as important issues that I believed swayed more with my view.","Taking into consideration the essays, I feel somewhat affected my ideas about certain issues.",4,18,"Male","Caucasian/White","Freshman","92176","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.66666666666667,3.33333333333333,"post",36,-44,-16,42.2857142857143,46.2857142857143,41.8571428571429
"586",5,45,40,-20,34,-11,"I liked the way the questions were formatted.","The survey felt very repetitive. ",5,18,"Female","Caucasian/White","Freshman","92306","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",5,2,"post",33,41,-21,23.7142857142857,25,21.8571428571429
"587",25,17,26,16,43,16,"Made my brain think about certain aspects ","Knowing where I stand on certain things. ",4,19,"Female","Caucasian/White","Freshman","92297","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,2.5,"post",41,25,25,6.85714285714286,13.5714285714286,7.28571428571429
"588",20,21,31,8,50,31,"Even though, I new most of the topics, the essays had some godo points. ","Measure exactly how the issue felt. ",3,20,"Female","Hispanic/Latino(a)","Junior","92391","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,3.16666666666667,"post",30,-40,-10,24.4285714285714,35,1.85714285714286
"589",10,35,-44,34,-40,-25,"I liked how it made me think about my beliefs on things I don't often think about","Understanding why I think things",2,18,"Male","Caucasian/White,Hispanic/Latino(a)","Freshman","92110","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.5,1.83333333333333,"post",31,31,-42,22.4285714285714,28.7142857142857,27.2857142857143
"590",31,-37,32,-26,-45,42,"I appreciate that the questions were repeated, and essays were involved to try to alter my ideas. ","I am not very familiar with the ideas of AI and struggle to have a real opinion on the matter. ",7,18,"Female","Caucasian/White","Freshman","92527","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.66666666666667,2.33333333333333,"post",11,-41,31,35.7142857142857,49.7142857142857,34
"591",11,2,12,-50,35,6,"I liked that it gave you different aspects of life to think about it gave you stuff about health care, Death penalty, and AI, which these are on 3 completely different sides of the spectrum.","I just had a hard time seeing the percentage of people that would agree with having capitol punishment in 2024. ",4,18,"Female","African-American/Black","Freshman","91998","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,2.66666666666667,"post",20,-50,13,20.7142857142857,31.8571428571429,5.42857142857143
"592",-10,40,30,40,40,-40,"none","none",4,19,"Male","Caucasian/White","Sophmore","91632","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.5,3,"post",30,20,-10,19.8571428571429,25.7142857142857,22.8571428571429
"593",27,27,29,-50,30,-18,"very easy","thought process",7,18,"Female","Caucasian/White","Freshman","91929","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",2.83333333333333,3.83333333333333,"post",6,26,8,10.4285714285714,21.7142857142857,12.2857142857143
"594",-13,20,-26,13,31,5,"I liked that I wasn't fully aware of what the topics were and got to read background about them and then re-answer the questions. ","I was not completely sure of what the topics were so it was hard to figure out what to answer before reading. ",8,19,"Female","Caucasian/White","Sophmore","91954","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3.5,"post",36,22,-16,24.8571428571429,28.2857142857143,25.2857142857143
"595",20,20,10,25,25,30,"The clarity of each question","Moral vs Ethical ",1,18,"Female","Caucasian/White","Freshman","91745","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.83333333333333,"post",35,-21,-5,29.2857142857143,20.7142857142857,4.28571428571429
"596",10,31,37,20,32,32,"I liked how the questions were oriented to very applicable, relevant, and diverse moral issues. I was able to express my thoughts differently for each topic. ","I feel like I am less informed or educated on the topics and couldn't put a fully confident answer forward.",4,18,"Female","Caucasian/White","Freshman","92307","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,3.16666666666667,"post",28,20,10,12.7142857142857,15.1428571428571,13
"597",-13,24,-6,27,23,-3,"I liked the sliding bars","none",3,18,"Female","Caucasian/White","Freshman","91774","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.5,2.33333333333333,"post",20,27,-17,5.42857142857143,12.8571428571429,18.5714285714286
"598",26,9,50,-32,31,25,"I thought that providing the actual data in comparison to the guesses I had was a useful concept.","Some of the exercise felt a tad repetitive, I suppose.",1,18,"Male","Caucasian/White","Freshman","92396","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,1.83333333333333,"post",50,-50,-50,32.8571428571429,49.8571428571429,34.8571428571429
"599",25,20,27,16,50,-50,"I liked that it was easy to understand what the questions were asking and that it did not take much time to complete. ","I did not have many challenges, but I feel like it was difficult to try and figure out how other people would agree/disagree with the questions.",6,20,"Female","Caucasian/White","Freshman","91155","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,3,"post",50,19,6,36.4285714285714,-10,16.2857142857143
"600",25,-35,21,0,11,25,"It's interesting seeing the differences of people's opinion over the years.","I didn't find any challenges.",1,24,"Female","Hispanic/Latino(a)","Junior","92689","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,2,"post",33,25,35,20.4285714285714,4,3.57142857142857
"601",-11,48,-29,50,50,50,"I liked reading the essays and seeing the American public's view on these issues.","I don't think I had any.",2,18,"Female","Caucasian/White","Freshman","91438","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,2.5,"post",46,-43,42,46.1428571428571,37.1428571428571,19.7142857142857
"602",30,-50,50,15,30,41,"I liked how the study used data from the past.","I didn't like how repetitive it was. I felt like I answered the same question multiple times.",7,18,"Male","Caucasian/White","Freshman","91144","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.5,3.5,"post",-48,10,20,50,50,50
"603",3,10,19,11,35,4,"It was about current world issues.","Asking the same question multiple times.",5,18,"Female","Caucasian/White","Freshman","91461","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,2.83333333333333,"post",-3,-11,-16,12.7142857142857,12.5714285714286,12.7142857142857
"604",15,2,11,10,19,1,"the sliders were nice and easy to use ","it was very repetitive ",4,18,"Female","Caucasian/White","Freshman","91408","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.66666666666667,3.16666666666667,"post",12,-2,-5,8.71428571428571,10.8571428571429,-3.85714285714286
"605",21,16,12,-15,19,21,"They were prevalent topics and i could rate my stance rather than be stuck with 4 answers","AI didn't really fit in so it was hard to separate that out.",4,18,"Female","Caucasian/White","Freshman","91497","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,3.16666666666667,"post",30,-20,-9,20.8571428571429,16.8571428571429,-16.1428571428571
"606",26,33,-26,29,21,21,"Sliders and relevant topics.","Close reading and small word changes.",6,18,"Female","Hispanic/Latino(a)","Freshman","91312","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.66666666666667,2.66666666666667,"post",21,-17,10,9.71428571428571,16,19.2857142857143
"607",15,20,30,-10,25,-25,"I liked how I was able to use the toggles to show my agreement or disagreement with the statements being presented to me. ","I had a challenge with the repetitive questions that were posed without a sense of rewording those sentences and questions. ",5,19,"Male","Caucasian/White","Sophmore","91291","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,3.5,"post",15,-10,-5,-2.85714285714286,15.7142857142857,19.4285714285714
"608",20,-25,11,14,11,12,"I liked how easy it was to choose your stance, on a gradient number scale ","No challenges. Just why did we answer the same questions 3 times?",5,18,"Female","Caucasian/White","Freshman","91279","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3.33333333333333,"post",-14,26,-23,-3,25.7142857142857,14.1428571428571
"609",-3,7,-15,32,4,42,"n/a","n/a",3,18,"Female","Caucasian/White","Freshman","91315","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.33333333333333,2.83333333333333,"post",22,-35,27,24,-9.28571428571429,10.5714285714286
"610",31,-35,48,22,-30,-50,"I liked reading the essays and guessing how much of the population agreed with a certain idea. I also liked that the survey told me the right answers because I was wondering about the right answers when I answered the question. ","the percentages in the questions about how much of a percentage of the population would agree were not present in the slider so i had a hard time understanding how to answer the questions because they went to -50 and 50 instead of 0% to 100%",3,18,"Female","Caucasian/White","Freshman","91209","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.33333333333333,"post",50,34,5,23.7142857142857,32.2857142857143,19.7142857142857
"611",-14,-5,-41,-25,7,19,"i dont know","i dont know",5,19,"Female","Caucasian/White","Freshman","91936","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3,3,"post",-38,-47,-50,-16.1428571428571,-24,-27.7142857142857
"612",-38,25,28,-33,11,-19,"The topics this asked me about were very different so it didn't feel overly repetitive. ","Some of the wording of the questions sounded the same so it felt like I was answering the same questions over again. ",7,18,"Female","Caucasian/White","Freshman","91628","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,3.33333333333333,"post",41,47,-49,10.4285714285714,43.5714285714286,29.1428571428571
"613",-19,-10,-50,1,50,35,"I liked how I was able to guess what I thought other people would say and then I could reflect on the data other people's answers actually provided","I didn't have any challenges while completing the exercise. ",6,18,"Female","Caucasian/White","Freshman","91689","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3.5,"post",36,-48,-28,14.8571428571429,30.2857142857143,29.7142857142857
"614",-7,27,10,12,-2,6,"It helped me realize what I believed in and how I can be easily persuaded ","I was conflicted and thought multiple things about different topics ",7,18,"Female","Caucasian/White","Freshman","91925","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2,"post",1,6,-8,7.42857142857143,9.85714285714286,2.42857142857143
"615",-18,18,-14,16,42,11,"the sliding scale to answer the question ","too long",4,18,"Female","Caucasian/White","Freshman","91827","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.66666666666667,3.33333333333333,"post",27,-23,-17,24.5714285714286,20.8571428571429,33.4285714285714
"616",23,16,10,35,29,37,"I liked the implementation of the essays regarding each topic.","As of right now I don't have an opinion on the death penalty to completing those sections were difficult.",2,18,"Female","Caucasian/White","Freshman","91805","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,2.33333333333333,"post",35,-2,10,28,23.1428571428571,-0.428571428571429
"617",37,7,-11,1,40,20,"I like that it gave ethical principles","decide what side im on",4,18,"Male","Caucasian/White","Freshman","91724","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.66666666666667,3,"post",42,-28,-25,7.28571428571429,29.7142857142857,0.285714285714286
"618",18,33,41,-16,45,-43,"The questions were unambiguous and easy to understand","Most of the questions were just repeats of questions I already answered",2,18,"Male","Caucasian/White,Asian/Pacific Islander","Freshman","92502","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.5,2.16666666666667,"post",36,-38,6,-34.2857142857143,-2.42857142857143,24.8571428571429
"619",10,10,30,0,30,20,"made me think about issues I don't think about on a daily basis. ","sometimes coming to a conclusion of what I believe myself ",7,19,"Female","Caucasian/White","Freshman","91243","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.83333333333333,"post",-16,32,12,-2.85714285714286,22.5714285714286,21.2857142857143
"620",21,15,30,11,30,15,"I liked that the questions were pretty simple.","The sliding graph was confusing on the questions about percentages of the American population. ",2,19,"Female","Caucasian/White","Freshman","92361","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,3,"post",30,-10,15,13,15.5714285714286,12
"621",50,-16,40,18,-6,6,"I liked how we had the 1-100 to tell how we think about it and not just 10,20,30, etc.","Some of them I was not aware of",4,19,"Female","Caucasian/White","Sophmore","92348","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.33333333333333,3.33333333333333,"post",21,-47,-41,15.5714285714286,7.57142857142857,-3
"622",5,25,20,10,31,5,"The topics","It was repetitive",5,19,"Male","Caucasian/White","Freshman","92480","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.5,"post",20,-15,34,16.1428571428571,27.2857142857143,9.42857142857143
"623",30,36,50,25,50,34,"n/a","n/a",1,18,"Female","Caucasian/White,African-American/Black","Freshman","92125","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,3.66666666666667,"post",30,34,43,32.5714285714286,37.7142857142857,11.4285714285714
"624",15,-7,-48,37,35,-23,"I liked the slide bars ","I had never put much thought into capital punishment so I don't think it reflected my moral much.",2,19,"Female","Caucasian/White","Sophmore","92473","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,2.83333333333333,"post",35,-6,-31,18.4285714285714,13.8571428571429,14.1428571428571
"625",10,23,-14,20,20,30,"it gave essays to give examples on why the things are ethical and then let you re answer","I was in between on some of the ethical responses and it depended on what the actual situation was",2,20,"Female","Caucasian/White","Junior","92171","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.5,3,"post",42,-14,25,35.4285714285714,29.1428571428571,28.2857142857143
"626",25,31,20,-19,19,18,"I like how we were given questions to decide on morals before seeing studies and then, after seeing the survey answers, being asked the same questions to see if there is group bias in the answers. ","I struggled with the AI questions, even after reading the surveys. I don't think we have enough information on AI to answer these to the best of our abilities. ",2,18,"Female","Caucasian/White","Freshman","91945","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3,"post",30,-29,15,31.1428571428571,31.4285714285714,6.85714285714286
"627",-41,50,-50,50,20,23,"The questions where it asked if I was surprised about 2014 result","I am not educated enough with some of these policies to answer them with sufficient knowledge",1,19,"Female","Caucasian/White","Sophmore","91986","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,2.83333333333333,"post",33,-30,29,3.57142857142857,18,10.8571428571429
