"","X","Duration..in.seconds.","Pre_P1","Pre_P2","Pre_P3","Pre_P4","UTIL_1","UTIL_2","UTIL_3","UTIL_4","UTIL_5","UTIL_6","DEON_1","DEON_2","DEON_3","DEON_4","DEON_5","DEON_6","SILS_1_1","NLINE","SNS_SCORE","condition","P1","P2","P3","P4","Suprise_1","Suprise_2","Suprise_3","Suprise_4","GSS_1","GSS_2","GSS_3","GSS_4","CRR_1","CRR_2","CRR_3","CRR_4","Age","Gender","Race","School_Year","Like_Free_Response","Hard_Free_Response"
"189",400,2250,100,50,50,100,4,4,5,4,4,3,1,3,4,3,4,3,4,0.91211305186042,4.25,"High",100,50,50,100,1,3,2,2,51,63,65,76,72,69,59,98,NA,NA,"",1,"It made me reflect on past world issues. Usually I only focus on current events, so it helped me to think about back to events that I might have forgotten about.","It was difficult to try and guess the opinion of the general population. Our country is full of different viewpoints, so it is challenging to guess which opinion is dominant. "
"190",403,496,100,30,100,100,4,4,4,3,4,5,2,4,2,3,3,4,4,0.770917357496305,5.125,"High",90,29,100,100,1,2,1,1,74,49,79,97,74,67,71,99,19,1,"1",2,"thought provoking questions","N/a"
"191",404,344,100,100,2,100,4,3,4,4,4,3,4,3,4,3,4,3,3,6.44948093310199,5.5,"High",100,100,0,100,4,4,4,4,100,100,1,100,60,71,50,100,19,1,"2",1,"It widened my perspective.","I was confused at first but then understood it."
"192",407,533,30,50,29,100,4,2,4,3,4,4,3,3,3,3,3,3,1,2.1709997686524,3.625,"High",60,60,80,100,3,1,1,1,22,51,61,60,80,60,60,100,19,1,"1",1,"it was short and simple ","learning about problems in America "
"193",409,490,70,40,60,100,5,5,4,4,4,3,2,4,3,3,4,3,4,0.977836488657541,4.625,"High",70,22,87,100,1,5,1,1,70,21,60,100,94,94,83,100,20,1,"1",2,"It was a unique surveying method.","I was confused on the point of the estimation at first."
"194",411,1098,100,75,0,100,5,5,5,5,5,5,1,3,2,2,3,2,5,1.62702980528244,4.5,"High",100,66,4,100,1,3,5,1,64,29,40,100,98,52,62,100,20,2,"1",2,"Easy to take","N/A"
"195",412,741,72,90,97,100,5,5,5,3,4,5,2,3,2,4,2,2,3,0.850710879763511,4.375,"High",78,89,99,100,1,3,5,1,94,74,39,100,95,87,77,100,19,1,"1",2,"I liked how we were able to see how people in previous years thought about these questions.","I had no challenges completing this exercise."
"196",414,745,100,67,40,100,4,4,5,3,4,4,4,1,2,2,3,4,4,3.8612378638905,4,"High",100,72,38,100,5,2,3,1,81,30,72,100,92,84,61,100,19,2,"6",2,"I enjoyed seeing what others thougth about certin social and enviromental issues.","No challenges "
"197",417,255,62,60,70,100,3,3,3,3,3,3,3,3,3,3,3,3,3,4.30018072103335,3.875,"High",69,56,72,77,3,3,3,3,55,53,68,87,67,49,78,57,NA,2,"1",2,"na","na"
"198",418,706,96,90,1,100,5,5,5,4,3,4,2,3,4,4,3,4,2,6.77047140929246,3.625,"High",100,100,67,100,1,1,4,1,100,100,1,100,100,100,80,100,18,2,"5",1,"One thing I liked about this exercise was being able to guess what people had thought about specific questions. ","The only challenge I faced while completing this exercise was guessing how people felt back in 2018 because I was not following political ideals at the time. "
"199",422,1567,100,80,80,100,4,4,3,4,3,4,3,3,3,4,3,3,3,1.72447291305186,4.25,"High",100,86,94,100,1,2,1,1,81,72,85,97,90,84,56,97,18,1,"2",1,"The comparison in statistic based on what thought it would look like vs what it actually was","N/A"
"200",423,323,80,100,2,100,4,4,5,5,5,5,5,3,4,3,4,4,3,8.03807140929246,2,"High",100,100,24,100,5,5,5,1,46,45,34,5,75,82,45,94,18,2,"1",1,"It had research surveys to actually show how many Americans think of a particular topic and issue.","None."
"201",425,2122,71,70,74,100,4,4,4,4,4,5,2,3,2,2,4,4,3,1.08931906689801,3.75,"High",76,83,60,100,4,3,1,1,41,36,61,84,61,40,84,100,18,2,"1",1,"It asked if I was surprised by Americans answers.","Trying to estimate what America thinks."
"202",427,268,34,30,48,37,2,3,4,3,4,3,3,2,4,4,3,3,5,3.11972504337768,3.875,"High",45,39,45,42,2,3,3,2,46,33,42,40,48,29,60,54,18,2,"1",1,"It was interesting","It made me think"
"203",429,731,100,83,91,100,4,3,5,4,3,5,4,3,4,5,4,4,5,1.81517132575027,4.375,"High",59,100,81,85,3,4,4,1,79,69,69,100,90,100,83,89,19,2,"1",1,"it was surprising to me ","it was hard to think what the global population would think of "
"204",430,320,92,95,74,100,5,5,4,4,4,5,2,2,1,2,2,3,4,2.74171551956815,3.625,"High",100,100,77,100,4,5,5,5,61,42,80,82,100,91,57,100,19,2,"1",1,"I liked looking at the responses over the years and how they change.","None "
"205",433,903,84,49,15,100,3,3,3,3,3,4,2,2,2,3,3,3,3,3.71347742433006,2.625,"High",81,45,10,100,1,3,3,3,51,29,3,100,60,29,30,92,19,2,"1",2,"It was interesting","I was confused at times"
"206",435,400,86,60,82,100,4,4,4,4,5,4,2,2,3,2,4,2,5,4.3885616734143,4.25,"High",90,95,100,100,1,1,1,1,66,52,45,92,87,80,90,100,18,2,"1",1,"I like being able to compare my answers to others, and seeing the comparison. ","None "
"207",436,1662,93,80,55,100,4,5,5,3,5,5,3,3,3,3,4,4,2,1.81993774179037,3.125,"High",85,81,76,100,1,2,2,1,62,48,70,89,71,72,83,100,18,2,"1",1,"I liked that I could rank where I thought each statement would be.","Deciding what I thought about each statement or question."
"208",439,483,100,60,20,100,3,4,3,3,2,4,2,2,2,3,3,4,3,3.61826008611272,4,"High",100,91,50,100,2,2,3,1,100,60,19,100,100,91,72,100,18,1,"5",1,"I think it is interesting to start with your own opinion and slowly learn more about others'. It changed my perspective in a sense.","It wasn't challenging"
"209",441,625,100,58,62,100,4,4,4,3,4,4,3,3,2,4,3,4,3,0.768490495469443,3.75,"High",87,90,58,100,3,1,5,1,83,81,50,100,89,95,75,100,19,1,"1",1,"It opened my eyes to how my views reflect the majorities views.","N/A"
"210",442,4065,51,62,53,100,4,4,4,3,3,5,3,4,3,4,4,4,3,2.22963648865754,4.5,"High",69,78,77,100,1,1,1,1,70,80,50,100,68,82,70,100,19,2,"1",1,"I liked the diversity of the questions ","I didn't have any "
"211",444,603,95,84,1,100,4,5,5,5,5,5,5,1,2,3,4,4,2,1.05408865754129,2.625,"High",100,89,1,100,2,1,5,2,94,78,26,100,100,90,1,100,18,2,"1,3",1,"That on average the population in 2018 does not think how I thought they did in terms of capital punishment.","Understanding why people support capital punishment so much."
"212",446,1094,75,92,45,97,4,4,4,4,3,5,2,3,3,2,3,3,3,2.41346506008611,3.25,"High",89,93,70,99,4,2,1,1,42,71,80,19,85,90,87,96,19,2,"1",1,"I liked the aspect of predicting what i thought the result were, then being able to see the real results. ","Just deciding how much of a percentage i actually felt about something "
"213",449,736,75,85,60,100,3,4,4,3,4,4,4,4,3,3,3,4,3,3.16071087976351,3.25,"High",75,85,60,100,1,2,2,1,50,65,75,100,86,86,75,100,18,2,"2",1,"I liked how my predictions were pretty close and that there are other people who think like me.","In 2018 I was in middle school so it was pretty hard to predict those from the eyes of a 13 year old."
"214",451,1255,64,46,72,100,4,3,3,3,4,3,2,3,3,2,4,3,4,0.65011418289313,3.375,"High",54,64,69,100,4,4,2,1,38,43,69,91,76,84,87,100,19,1,"1",1,"It taught me some changes in the opinion of the society in the last 5 years.","Determining my stance on these questions."
"215",452,591,72,87,100,100,4,4,3,4,4,5,4,4,4,4,4,4,3,1.00734262579526,3,"High",100,100,100,100,2,2,2,2,72,72,44,100,100,100,100,100,18,2,"1",1,"Seeing the results of the rest of the United States and how other people reacted to these surveys and questions. ","Not much"
"216",454,459,50,72,19,100,4,4,4,4,4,4,3,3,4,4,4,4,2,3.84867107512371,4.625,"High",50,70,19,97,2,3,3,3,50,49,20,93,71,71,39,92,NA,NA,"",NA,"I showed me the comparisons of my answers to what the general population thought","N?A"
"217",455,705,100,65,80,100,2,4,5,4,4,4,2,2,3,3,2,4,3,0.948607583060215,3.75,"High",90,85,85,100,1,4,1,1,39,65,60,90,65,70,75,95,19,1,"1",1,"I enjoyed having the real data from 2018 presented after I tried to predict it since it made the data stick with me more than if I just read it.","None"
"218",458,560,81,66,57,100,3,5,4,3,3,5,1,3,3,3,3,1,4,3.02078072103335,4.125,"High",81,86,67,100,3,2,4,3,82,69,67,76,74,74,89,90,18,1,"2",1,"It gave some interesting things to think about","None "
"219",461,659,89,50,49,100,3,4,4,4,4,5,3,4,4,4,4,4,3,4.00927107512371,3.25,"High",70,48,48,100,4,2,2,1,65,78,43,100,73,74,67,100,18,2,"1",1,"i liked the topics the research study choose","it was hard guessing what the past studies of the topics"
"220",462,698,90,100,0,100,4,3,5,5,4,5,1,3,4,3,4,4,5,4.88984434162329,4,"High",100,100,0,100,5,3,5,1,100,100,10,100,70,71,50,100,18,2,"1",1,"instead of an essay, question-based assignment it was interactive. it was more interactive and fun to do.","n/a"
"221",465,1498,100,100,20,100,4,4,5,2,5,4,2,2,1,2,3,2,4,1.0291616734143,4.5,"High",90,80,20,100,1,2,1,1,60,70,80,70,90,90,40,100,18,2,"1",1,"Real world problems","Determining the world's opinions on these topics. "
"222",467,506,82,99,0,100,4,4,5,4,5,5,3,3,5,2,5,5,3,3.50873627658891,2.5,"High",90,100,75,100,1,5,2,4,60,39,40,81,94,92,76,100,19,2,"2",2,"That it told the actual percentages after having us guess","not knowing the full information to every question "
"223",470,810,100,90,41,100,4,4,4,4,3,4,3,3,3,3,3,3,3,4.56507140929246,4.125,"High",100,96,51,100,5,2,3,1,81,70,71,92,95,99,75,100,19,2,"1",1,"I liked seeing what some of the population answered to the questions. ","I didn't have any challenges. "
"224",472,163,45,67,51,74,1,2,3,4,5,4,5,4,3,2,2,1,4,5.51423648865754,4,"High",46,61,95,12,5,4,3,2,33,55,79,46,74,56,53,78,18,1,"1",1,"how i was able to really express myself with the many different options ","making sure i chose the right answer "
"225",474,613,100,77,15,0,4,4,5,4,5,4,1,2,1,2,1,3,2,0.743168151147099,3.875,"High",100,85,15,100,2,3,5,1,70,45,20,0,90,80,50,100,19,1,"1",1,"It was interesting seeing how people from 2018 answered.","Misread the last question on my first go through"
"226",475,440,100,100,66,100,4,3,4,3,5,5,3,4,2,3,4,1,1,1.25484421309684,2.75,"High",100,100,66,100,1,3,1,1,82,51,77,100,90,85,61,100,18,1,"1",1,"I liked seeing the survey data from 2018. ","Thinking about what other people's opinions might be. "
"227",478,5264,44,12,45,0,3,2,3,2,3,3,4,3,3,2,2,3,4,4.4057472655999,3.75,"High",48,44,33,1,3,3,3,2,46,51,37,1,45,46,43,1,20,1,"1",2,"I like how we got to change our answer at the end. I think it was interesting with how people change there mind with time. ","I was weird wrapping my head around how opinions change over time and ensuring how many people would agree. "
"228",480,683,50,81,100,100,4,4,5,5,4,5,3,4,3,5,3,5,5,2.70709500674764,4,"High",60,80,100,100,3,2,1,1,61,81,100,100,100,100,100,100,18,2,"1",1,"asked my opinion and other perspectives on the topic","i did not have any challenges. "
"229",481,1643,100,100,29,100,4,4,5,4,4,4,1,3,3,2,3,3,1,2.44264434162329,2.125,"High",100,100,33,100,1,1,1,1,63,51,70,86,100,100,32,100,18,2,"1",1,"The time comparison ","Nothing"
"230",484,281,89,45,100,99,3,3,3,3,3,3,3,3,3,3,3,3,5,4.00621393226656,3.875,"High",78,86,100,100,3,3,4,1,81,87,100,97,72,61,89,96,20,2,"1",3,"The stats.","Agreeness"
"231",486,433,47,49,0,100,3,3,3,3,3,3,3,3,3,3,3,3,1,3.94376167341431,3.125,"High",52,57,0,100,1,1,1,1,54,82,21,5,44,76,5,1,20,1,"1",3,"I liked seeing how opinions differed throughout the years.","Trying to predict what people thought in 2018."
"232",487,88042,42,63,35,0,3,3,3,3,3,3,3,3,3,3,3,3,3,2.97692859070754,4.625,"High",22,54,37,100,3,3,3,3,30,76,64,100,68,81,83,100,18,1,"1",1,"It was simple","Nothing was really challenging"
"233",489,1063,100,100,0,100,4,3,5,4,2,5,4,3,3,3,1,1,4,2.02385240023135,2.5,"High",100,100,2,100,1,3,1,1,61,40,71,100,91,92,50,100,18,1,"1",1,"It was very straight forward and wasn't overly complicated or long","Some of the answers I thought of were ambiguous. "
"234",491,480,49,84,12,100,4,4,4,4,5,5,1,1,2,4,2,3,5,1.00592859070754,4.625,"High",82,82,82,100,1,3,4,1,51,50,29,100,81,91,81,100,18,1,"1",1,"Showed what American thought in the 2018 study","Didn't have any"
"235",492,173,52,44,78,83,2,2,3,2,4,3,3,2,2,4,4,3,1,5.26783648865754,4,"High",57,65,50,84,2,4,3,4,88,84,63,71,84,85,18,22,20,1,"1",2,"The specific scroll numbers","Remembering and separating the years of context "
"236",494,88222,72,37,49,28,2,2,3,2,3,3,1,3,3,2,3,4,2,6.68024283786389,2.625,"High",55,43,67,65,3,4,4,4,31,29,49,96,84,83,80,82,20,1,"5",2,"I enjoyed how it was very involved and made me take things into perspective.","Understanding some of those facts were difficult to comprehend."
"237",497,254,46,61,42,65,3,3,3,3,3,3,3,3,3,3,3,3,3,4.05219341944605,3.875,"High",50,55,48,58,3,3,3,3,53,50,50,68,47,54,48,57,19,1,"1",1,"It gave me a new perspective on different standpoints. ","No challenges "
"238",498,1799,63,83,62,100,1,3,2,1,3,4,5,4,5,4,5,4,4,4.00508097165992,4.375,"High",69,76,57,92,4,4,3,1,66,63,56,89,68,67,60,87,18,2,"1",1,"Nothing","Nothing"
"239",501,1427,77,50,38,100,3,3,4,4,5,5,1,1,3,4,4,4,2,3.7122047426258,3.625,"High",86,50,43,100,2,1,4,2,90,50,42,100,69,80,80,99,19,1,"1",1,"It re-evaluated my opinion and the American public's opinions on topics that are very important in the US.","I sometimes second guessed myself if i actually agreed or disagreed with something."
"240",502,1066,100,100,15,100,4,4,5,4,5,5,1,2,2,3,4,3,3,0.947067900520532,4.5,"High",100,100,13,100,1,2,4,1,60,70,40,100,81,81,60,100,18,2,"1",1,"It was interesting to see what people's perspectives were 5 years ago on issues that are still very prevalent and often talked about.","I didn't have any challenges with the exercise as I am pretty open about my thoughts on the previous topics."
"241",505,286,50,51,50,51,3,3,3,3,3,3,3,3,3,3,3,3,3,5.71502696484802,3.75,"High",50,51,49,52,3,3,3,3,50,51,51,51,50,51,50,50,18,1,"1",1,"everything","stress"
"242",507,610,90,72,29,100,4,4,5,3,3,5,3,3,2,4,3,3,3,1.11863331405437,3.75,"High",91,82,14,100,2,4,5,1,60,60,59,100,92,81,10,100,20,1,"1",2,"I liked learning about these cool statistics","I briefly struggled to remember what was even happening in 2018."
"243",508,583,100,70,35,100,2,2,5,4,4,5,2,2,2,2,3,4,3,1.26911906689801,3.5,"High",100,85,40,100,1,4,4,1,65,55,45,90,80,85,60,99,18,1,"1,2",1,"How it showed the opinion of the collective American populace. The results were very surprising. ","Nothing was challenging for me. "
"244",511,770,100,100,20,100,4,4,5,3,4,5,2,2,4,3,4,4,4,3.67154409099672,4.375,"High",100,100,17,100,1,2,3,1,81,76,73,100,92,85,46,100,18,2,"1",1,"I like that it showed the actual results versus our predicted outcomes. ","Being able to gauge the mindsets of individuals in 2018"
"245",512,1546,70,60,60,100,3,4,4,3,3,4,3,4,3,3,3,4,3,0.895315519568151,3.75,"High",60,75,85,100,1,1,2,1,60,65,50,90,64,80,80,99,18,2,"2",1,"It made me think about things that I usually would not. ","Some parts of it I just didn't really understand so I had to do a bit of research. "
"246",514,1057,100,100,71,100,4,5,5,3,4,5,3,3,4,4,4,4,4,1.22268230833494,3.875,"High",100,100,65,100,3,3,2,4,20,40,80,70,100,80,54,100,18,2,"1,2",1,"It showed the results of the other study, so I was able to compare.","I had trouble deciding about the death penalty questions because it is a very ""it depends on the situation"" type of question."
"247",517,306,71,49,100,100,3,3,3,3,4,2,2,2,2,3,4,4,4,4.39430453055716,4.125,"High",58,23,100,99,4,2,2,1,76,80,30,64,61,26,29,66,21,2,"1",2,"It gave me new info I didn't previously know. ","I was shocked at some of the stats"
"248",518,1133,100,30,80,100,3,4,5,3,2,5,1,3,1,3,3,3,5,0.990505995758627,4.25,"High",100,2,52,100,4,5,3,1,90,69,52,100,100,81,85,100,18,1,"1",1,"It was short and the questions were clear","none
"
"249",521,1092,79,91,39,100,4,4,5,3,4,4,2,4,3,2,3,3,4,4.18049363151468,3.875,"High",85,75,42,100,4,4,3,1,41,32,95,33,87,90,26,100,18,2,"5",1,"it implemented information from a couple years ago.","not knowing some things "
"250",523,690,67,30,40,100,4,4,4,3,4,3,2,2,3,3,3,4,4,1.8710587494377,3.25,"High",61,40,30,100,1,4,4,1,60,50,30,100,92,86,76,100,19,1,"1",1,"I enjoyed the wide variety of questions.","I didnt really face challenges I was just surprised on some of the results in the 2018 and 2023 polls."
"251",525,848,100,100,16,100,3,4,4,4,5,5,2,2,3,3,3,3,3,1.16488448043185,3.125,"High",100,87,32,100,4,5,3,2,59,42,64,92,90,93,93,99,20,2,"1",3,"I like that every topic was one that I have a good amount of knowledge on.","It was somewhat difficult to accurately guess what the rest of the us thinks about those topics. "
"252",6,830,100,100,10,100,5,5,3,4,3,5,3,3,2,3,3,4,5,1.60045236167341,3.625,"Low",100,100,1,100,5,1,2,1,60,70,40,60,60,40,30,100,21,1,"1",4,"I liked the additional information of what the actual statistics were back in 2018. It gives some insight to what life was actually like back then without the haze of nostalgia. I was in Highschool so those issues weren't as front and center in my life as I remembered (I took my government class in my freshmen year back in 2016 and my US history in 2018). ","COVID really altered what life was like back then. For instance, my friends and I watched a Vine compilation (internet videos before tik tok came to life) and they mentioned movies and pop culture that I viewed were much more recent than it actually was. So, my perception of reality was skewed a bit"
"253",8,596,70,79,15,100,4,4,4,5,4,4,2,3,2,3,3,4,4,0.539177546430178,3.625,"Low",65,70,15,100,4,4,3,1,60,80,48,90,68,75,30,100,20,1,"1",3,"I liked hearing about how people of the past responded to these questions.","None"
"254",10,691,58,84,0,100,3,4,4,3,4,4,3,2,2,3,2,4,3,1.57565373690637,2.125,"Low",54,72,0,100,1,2,1,1,29,18,63,0,41,45,31,100,20,2,"1",3,"that it asked me the percentage I thought agreed with the statements and showed me what the actual percentage was because I didn't know.","how the ethical and unethical questions were stated."
"255",11,500,100,100,100,100,4,4,4,4,4,4,2,1,2,4,2,4,4,0.745009292461924,5.25,"Low",99,98,3,83,1,1,2,1,100,100,100,100,71,53,32,98,18,1,"1",1,"how the questions were worded","thinking through some of the problems as if I was in someone else's shoes"
"256",14,443,100,100,0,100,5,5,5,4,5,4,2,3,2,2,2,4,5,5.16221393226656,3.75,"Low",95,92,6,100,1,2,4,4,43,19,69,83,71,64,45,97,19,2,"1",3,"The questions were thought provoking","I had to think about some things that I hadn’t considered in awhile"
"257",15,655,75,71,16,100,4,4,4,3,2,3,2,2,3,2,3,2,1,3.8868378638905,4.25,"Low",64,50,20,100,2,1,4,1,83,51,30,92,72,81,16,100,18,2,"1",1,"I liked seeing actual results after guessing.","No challenges"
"258",19,398,78,60,59,100,4,4,4,4,3,3,3,3,3,4,4,4,5,3.60852675277938,3.125,"Low",77,57,51,100,4,3,3,1,56,49,40,99,74,51,41,99,19,2,"1,5",3,"What I liked about this exercise is that it made me think about how others think/feel about certain topics","A challenge I faced was thinking about others views and perspectives"
"259",20,480,100,100,50,100,5,5,5,4,5,5,5,5,5,5,5,5,5,5.5666047426258,4.125,"Low",100,100,47,100,5,5,3,1,100,100,52,100,100,100,54,100,39,2,"2",4,"The things I enjoyed was seeing what the percentages were regarding, capital punishment and slavery","No challenges.  Everything was straight forward. "
"260",23,505,82,73,58,100,4,4,4,4,4,4,2,4,4,4,4,4,2,4.01376029818135,3.75,"Low",81,84,56,100,4,4,4,1,100,100,60,100,81,70,51,100,20,2,"1",3,"I liked how I answered the questions then I got to see the percentage of people that put similar answers to mine","picking an exact percent of how much I agreed or disagreed "
"261",24,612,75,65,50,100,2,3,4,2,5,5,1,2,2,2,3,2,4,2.86846960992224,3.75,"Low",65,55,50,100,4,4,5,2,55,45,50,85,55,50,37,99,20,2,"1",3,"I enjoyed learning about the public polls.","I am a bit unknowledgeable about green house emissions, so I didn't know how to accurately answer the question."
"262",26,620,100,100,19,100,4,4,4,2,5,5,2,2,4,4,2,2,3,2.68060758306021,3.75,"Low",100,85,NA,100,4,3,2,1,61,32,55,97,75,61,20,100,20,2,"1",3,"I liked being able to compare my own opinions with the American consensus. ","It forced me to confront my own standing on things and have to gauge them against societies viewpoint"
"263",29,1018,92,60,55,100,3,4,5,4,5,4,2,2,3,3,4,2,4,1.18912688130583,4.5,"Low",75,31,22,100,5,1,2,1,65,40,19,95,63,45,30,98,20,2,"1",3,"I like how I was able to estimate the 2018 poll results and then able to respond on my level of surprise (or not) to the results!","I felt as though after viewing the 2018 results from other Americans, it made me question my own thoughts on some of the questions. For example, if I answered 80% agree and the results reflect that the average answer was 40% from the rest of the pollers, it made me wonder why or what the thinking process was and maybe changed my answers the second time I was asked the same questions. "
"264",30,408,60,10,80,100,4,4,5,3,4,3,2,3,4,3,4,3,4,2.87332708694814,3.875,"Low",35,10,76,100,2,2,3,1,75,68,44,100,55,37,58,100,21,1,"1",3,"got to see public perception of certain issues.","None."
"265",32,1004,100,90,30,100,3,4,5,5,4,3,1,1,3,2,3,3,4,2.25925056230319,3.75,"Low",100,80,20,100,4,3,5,1,40,70,40,95,60,70,50,100,19,2,"1",2,"The scale was easy to interpret, and gave more room for specifics than a normal scale of 1-10. Being able to guess the percentages before being shown the real statistics shone light on the things that I personally value.","There were a few moments I felt as though I was repeating the same question I had earlier, such as my personal opinions being stated at both the beginning and end of the survey."
"266",36,359834,70,95,50,80,4,4,4,3,4,5,2,3,3,4,3,4,4,1.02166192404087,4.375,"Low",80,95,60,75,4,5,2,2,75,90,60,70,60,90,60,60,18,2,"1,3",1,"I liked how I could see the different statistics from different years about these issues taking place and then could also voice my own opinion. ","Some challenges were deciding how I felt about certain issues and if I thought these issues people were agreeing with or disagreeing with more or less as time went on. "
"267",39,434,58,1,61,98,3,3,3,3,2,4,2,3,2,4,3,3,5,1.61161927896665,4.25,"Low",40,3,64,100,2,3,4,1,40,74,8,100,56,57,36,100,21,1,"1",4,"I enjoyed learning about what other surveys were like.","No challenges."
"268",42,984,100,50,50,100,5,5,4,5,5,5,1,3,3,3,2,1,1,0.680417479596427,4.375,"Low",100,22,46,100,1,3,1,1,42,79,79,100,85,83,21,100,20,1,"1",3,"It was interesting to see the opinions over the years and how my opinions lined up with them.","I didn’t find any difficulties"
"269",47,696,100,50,60,100,4,4,5,4,4,5,1,2,2,3,3,2,2,0.392537741790373,5.5,"Low",90,65,60,100,2,2,3,1,40,30,30,100,60,70,20,100,21,1,"1",3,"Interesting to see the results after my guesses to see how accurate I was.","I had no outstanding challenges in this exercise."
"270",49,312,100,56,59,100,5,5,5,3,5,5,2,2,3,3,4,1,5,1.14086192404087,4.375,"Low",100,56,49,100,5,3,3,1,93,65,65,100,89,64,39,100,20,1,"1",3,"Showing the publics answers","Zero"
"271",51,151,61,51,16,77,2,3,4,3,4,2,3,2,3,4,3,3,2,5.46983648865754,2.875,"Low",31,41,35,41,3,4,2,4,55,35,18,38,38,28,48,47,20,1,"1",4,"Great questions.","None"
"272",56,386,73,64,69,100,3,4,3,3,4,3,4,4,4,4,3,4,3,4.46512708694814,3.75,"Low",89,70,100,98,4,3,3,4,72,86,100,87,68,92,77,84,19,1,"1",1,"I liked how this surgery asked me about real world problems that our society we need to do a better job of resolving.  ","No challenges pretty easy activity."
"273",58,823,80,100,10,100,5,5,5,5,4,5,2,4,3,3,3,4,4,0.809785733564681,4.375,"Low",81,100,20,100,4,1,4,1,70,45,31,100,50,62,30,100,26,2,"1",5,"I appreciated seeing the actual survey results from the 2018 survey","Remembering what I answered on the very first questionnaire page"
"274",60,1267,70,20,50,100,2,5,4,3,4,2,1,2,3,3,4,2,3,0.656532099479468,4.5,"Low",70,30,50,100,4,1,2,1,76,39,20,100,65,61,28,100,18,1,"1",1,"Having slider bars from 0-100 as opposed to scales with more limited options ","Trying to best assume the average popular opinion of people in 2018"
"275",61,1046,95,85,0,100,4,5,5,3,5,4,3,3,3,4,3,3,4,0.948872913051861,3.5,"Low",75,75,0,100,5,5,4,1,83,90,20,97,65,70,25,98,18,2,"1",1,"I liked guessing the whole populations results as of 2023 and comparing those to the answers. ","Shocking percentages that surprised me. "
"276",64,5853,82,80,26,100,4,4,4,5,4,5,1,3,2,2,4,3,4,1.62909363151468,3.5,"Low",82,84,16,100,4,4,2,1,44,43,71,100,61,82,14,100,18,2,"1",1,"I liked how it showed you the actual results of the 2018 survey. ","I did not have any challenges. "
"277",65,543,64,95,1,100,3,4,4,4,4,4,2,2,2,3,2,3,2,1.05876351134246,3.25,"Low",81,94,1,100,3,4,2,2,58,60,58,48,57,79,29,100,18,2,"1",1,"It was user friendly and easy to do ","I am not completely informed or up-to-date about all current events/problems in our world"
"278",68,306,100,100,0,100,4,4,4,3,5,5,2,2,1,2,4,1,4,1.24532575027312,5.25,"Low",100,100,0,100,1,4,1,1,35,29,50,100,56,60,50,100,21,2,"1",4,"It was really interesting to see the actual percentages of people who believe that way.","n/a"
"279",69,396,68,86,1,94,3,2,4,4,4,4,2,3,3,2,3,2,3,4.97016029818135,3,"Low",63,78,5,80,4,4,4,1,62,83,2,93,60,81,1,92,23,1,"3",2,"I liked the results of the surveys show for the questions.","There wasn't any challegnes."
"280",72,523,61,79,49,100,4,4,4,3,4,4,4,2,3,2,3,4,1,1.1056318488529,3.375,"Low",65,73,26,100,3,4,3,1,76,88,26,100,65,70,11,100,18,2,"1",1,"Being able to see the results of what I was estimating.","Thinking back to 2018 and how things have changed since then."
"281",73,867,84,60,50,100,3,3,5,4,5,5,4,2,2,2,3,4,2,3.25669500674764,2.5,"Low",80,50,50,100,4,1,1,1,70,50,40,95,70,50,34,99,18,2,"1",1,"i like that it showed me real results and asked me how I felt about those results.","none"
"282",76,819,71,100,0,0,4,5,2,4,4,4,2,2,1,1,3,4,5,0.734123706702654,5.875,"Low",50,65,0,0,4,2,1,1,81,91,50,0,60,70,40,0,19,2,"1",2,"I really enjoyed seeing real and genuine results from the general American audience, concerning their thoughts on all of these real-world problems.","One of the challenges I had with this was the fact that I haven't done much of any research on the topic of greenhouse gases, therefore, I am unsure of where I stand on the subject. I would've preferred to do research on the topic prior to this survey, or even had an option that says ""I don't know where I stand on this matter."""
"283",78,695,83,83,6,100,3,4,5,3,5,5,1,2,3,3,2,4,2,0.908422119401067,3.375,"Low",80,60,8,100,5,3,3,1,70,50,20,100,60,51,30,100,19,2,"1",1,"I liked being able to predict results from 2018 and more specifically being able to see what the actual results were after I had made a personal judgment as well. ","I didn't find the exercise challenging. "
"284",79,691,100,1,85,100,4,4,5,5,3,2,1,1,4,3,3,2,4,1.88226008611272,4.25,"Low",100,1,72,100,4,2,4,1,60,72,23,84,55,47,22,100,19,1,"1,5",2,"I liked seeing how relevant of an issue people viewed the presented choices. Exploring my own thoughts and how they related to the topics.","The gray zones that some of the questions represented, as in having moments of; yes this would work but on the other hand it may be more harmful in this area than another. It may not be ""necessary"" but it may prove useful."
"285",82,574,71,49,63,100,4,4,5,4,5,5,2,2,3,3,4,4,4,3.56740440845704,2.5,"Low",50,33,39,100,3,1,1,1,29,85,40,100,49,66,21,86,18,2,"5",1,"I liked how I was able to see the real statistics to the questions I was asked. ","No challenges."
"286",84,1293,80,80,50,100,4,4,4,4,3,4,2,3,3,4,2,2,2,6.40260123385386,3.125,"Low",90,70,45,100,4,3,1,1,90,90,60,100,80,70,40,100,18,2,"1",1,"I liked being able to put in what I agree and disagree with, but also being able to see real percentages of what other people agreed and disagreed with. ","I didn't fully understand some of the questions, but mostly because I had never thought about how I felt about those specific questions."
