"","X","in_uhc_supp","in_uhc_familiar","in_uhc_change","in_cap_supp","in_cap_familiar","in_cap_change","in_ai_supp","in_ai_familiar","in_ai_change","fn_uhc_supp","fn_cap_supp","fn_ai_supp","Like_Free_R","Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","id","conv_cond","consen_cond","utilitarian","deontological","in_uhc_conviction","in_cap_conviction","in_ai_conviction","fn_uhc_conviction","fn_cap_conviction","fn_ai_conviction","uhc_cat","cap_cat","ai_cat"
"250",250,30,31,21,10,11,14,-27,50,31,19,26,-50,"It reinforced your ideas over and over again to make sure you were answering fairly ","It got a tiny bit repetitive ",7,18,"Female","Caucasian/White","Freshman",91098,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.83333333333333,24.1428571428571,15.7142857142857,32.2857142857143,20.5714285714286,21.1428571428571,15.1428571428571,"Positive","Positive","Negative"
"251",251,-6,-37,20,20,10,18,-11,50,1,14,31,-29,"I liked putting my opinion on the matters discussed, i was very shocked by the percentages.","I had trouble deciding how i felt about each subject.",6,18,"Female","Caucasian/White","Freshman",91135,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,3.5,1.42857142857143,16,-6.71428571428571,17,31.2857142857143,20.2857142857143,"Negative","Positive","Negative"
"252",252,32,25,1,-50,50,-50,23,50,-1,20,20,17,"The way I answered the questions. ","None ",4,18,"Female","Caucasian/White","Freshman",91150,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",2.83333333333333,2.83333333333333,27.8571428571429,28.4285714285714,-1.14285714285714,17.5714285714286,14.5714285714286,16.1428571428571,"Positive","Negative","Positive"
"253",253,7,-37,21,-14,13,14,-50,29,-10,12,-14,-49,"I liked the wide range of options","I don't have very much background research on Universal Health Care",6,18,"Female","Caucasian/White","Freshman",91109,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,3.33333333333333,15.5714285714286,18,15.7142857142857,15,27.4285714285714,37,"Positive","Negative","Negative"
"254",254,37,16,30,-21,-32,20,-50,32,-11,30,21,-30,"I liked being able to compare my opinions with the actual American average, and then reevaluate my opinions off of that data.","I feel like I did not have super strong opinions on each of the topics for each slider question, so it was slightly challenging to stay consistent and determine what I really believed.",7,18,"Female","Caucasian/White","Freshman",91874,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,3.33333333333333,10.8571428571429,16.2857142857143,29.4285714285714,24.1428571428571,17.4285714285714,35.4285714285714,"Positive","Negative","Negative"
"255",255,16,27,-23,-29,-10,-9,25,16,-13,15,-31,13,"I liked the type of questions asked","Finding the right spot to put the slider",1,18,"Female","Caucasian/White","Freshman",91353,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.5,3,-2.57142857142857,7,4.85714285714286,1.71428571428571,18.8571428571429,10.8571428571429,"Positive","Negative","Positive"
"256",256,21,43,-9,-35,26,-25,22,22,41,31,-30,31,"Being able to talk about sensitive topics that most people do not like to talk about because it causes for conflict. ","Deciding whether or not some things applied to morality, or if they were just a matter of right or wrong. ",7,18,"Female","Caucasian/White","Freshman",91203,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.5,2.83333333333333,10.8571428571429,15.5714285714286,-11.8571428571429,27.2857142857143,27.8571428571429,-10.8571428571429,"Positive","Negative","Positive"
"257",257,-21,-30,10,9,9,30,-17,30,16,-15,23,-25,"Easy to respond to questions as they were phrased very well","Hard to think about how much is moral and how much consideration has to be put into feasibility and the economics of it",6,18,"Male","Caucasian/White","Freshman",91989,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.33333333333333,4.42857142857143,27.1428571428571,18.4285714285714,14.4285714285714,34,25.8571428571429,"Negative","Positive","Negative"
"258",258,39,29,22,12,31,20,-19,42,-11,31,8,12,"I liked the variety of answers for the questions asked. ","Some of the questions were hard to understand. ",7,18,"Female","Caucasian/White","Freshman",91088,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3.16666666666667,33.1428571428571,13.5714285714286,19,24.2857142857143,9.28571428571429,14.8571428571429,"Positive","Positive","Negative"
"259",259,-44,17,-25,20,30,-26,22,27,-25,-30,31,26,"I really didnt, I understand its all subjective but I dont know what I was supposed to tkae away","Where I stood morally",7,21,"Male","Caucasian/White","Junior",91741,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.66666666666667,-15.1428571428571,32.8571428571429,-15.5714285714286,-12.5714285714286,27.2857142857143,-17,"Negative","Positive","Positive"
"260",260,43,4,17,-46,-10,-15,-23,-14,18,35,-50,10,"It was based on research I have not heard of being done before.","N/A",6,18,"Female","Caucasian/White","Freshman",91988,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3.16666666666667,17.1428571428571,16.7142857142857,4.42857142857143,20,38,26.7142857142857,"Positive","Negative","Negative"
"261",261,40,46,-31,10,-6,30,-50,8,50,32,9,-31,"I liked how I got to see how my opinion has changed since reading the articles. ","This exercise allowed me to reconsider where I stand on our nation's biggest questions.  ",2,19,"Female","Caucasian/White","Sophmore",92006,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.5,3.16666666666667,17.8571428571429,26,22,23.4285714285714,21.1428571428571,17,"Positive","Positive","Negative"
"262",262,50,16,32,-50,50,-50,-31,31,26,50,-41,-10,"It made me think about my opinions and why I have them. It's easy to have an opinion but it causes deeper reflection to explain why.","For certain things I struggles if an ethical issue is what I would use to describe the prompt. Like I believe that no matter what a person should be able to get health care and I don't think that should be something ethical because that means there are some people that think it's unethical and I can't see why.",1,19,"Female","Caucasian/White","Sophmore",91431,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.5,2.5,14,22.2857142857143,6.71428571428571,30.1428571428571,35,12.2857142857143,"Positive","Negative","Negative"
"263",263,50,15,20,-20,36,36,9,43,29,37,-15,13,"The sliders helped me to give a more specific response.","The part with the estimating how people responded in 2018 was a little confusing at first.",1,19,"Female","Caucasian/White","Freshman",92389,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.5,2.66666666666667,29.4285714285714,38.2857142857143,-2,21.1428571428571,30,3,"Positive","Negative","Positive"
"264",264,24,33,-15,-41,36,-38,-29,36,5,46,-42,-23,"Being able to see how most people responded. ","The slider gave me too many options rather than just a range of disagree to agree. ",2,18,"Female","Caucasian/White","Freshman",92398,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.5,3,33,44.1428571428571,20.5714285714286,41.2857142857143,38.5714285714286,38.7142857142857,"Positive","Negative","Negative"
"265",265,21,-26,27,-41,-24,19,50,46,-13,29,-31,43,"I liked that it showed the statistics from previous years because it was surprising to see what majority of the population thought.","Some of the questions I did not understand so I had to give it my best effort.",4,18,"Female","Caucasian/White","Freshman",92271,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,3,10.4285714285714,2.28571428571429,7.42857142857143,11.8571428571429,12.4285714285714,12.7142857142857,"Positive","Negative","Positive"
"266",266,6,15,23,6,16,9,9,6,7,8,4,4,"entertaining","challenging",4,18,"Male","Caucasian/White","Freshman",91381,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3,4,13.7142857142857,10.7142857142857,4.57142857142857,4.14285714285714,5.57142857142857,5.14285714285714,"Positive","Positive","Positive"
"267",267,20,9,40,25,30,20,15,30,15,25,40,4,"I liked that there was a sliding bar so I could pick a number.","My level on which I believed something.",7,18,"Female","Caucasian/White","Freshman",92276,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,3.16666666666667,2.14285714285714,15.1428571428571,10.7142857142857,14.4285714285714,17.8571428571429,15.1428571428571,"Positive","Positive","Positive"
"268",268,20,-1,10,5,25,0,20,15,5,6,31,6,"It helped expand my ideas on healthcare, death penalty & AI. I haven't had a chance to sit & think about it.","I felt like a lot of the problems were repetitive. ",5,19,"Female","Caucasian/White","Freshman",92236,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3.5,1.57142857142857,4,-1.85714285714286,5.57142857142857,3,4.14285714285714,"Positive","Neutral","Positive"
"269",269,29,12,38,50,36,-28,-17,26,46,35,39,31,"Reading about past surveys ","Asked the same question a lot which was confusing ",9,19,"Female","Caucasian/White,American Indian/Alaska Native","Freshman",91770,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,3.33333333333333,7.14285714285714,35.4285714285714,15,29.4285714285714,36,21.1428571428571,"Positive","Positive","Negative"
"270",270,10,12,13,-4,23,4,6,46,9,11,22,15,"That it discussed topics relevant to todays society.","The repetitiveness of the questions.",6,19,"Female","Caucasian/White","Freshman",91604,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,2.66666666666667,21.2857142857143,15,8,10.8571428571429,22.7142857142857,11.5714285714286,"Positive","Neutral","Positive"
"271",271,29,16,-11,-4,-13,30,5,25,34,27,-4,13,"very easy to understand ","nothing ",4,18,"Female","African-American/Black","Freshman",92477,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,2.66666666666667,24.8571428571429,14.5714285714286,-9.71428571428571,19,15.4285714285714,13.1428571428571,"Positive","Neutral","Neutral"
"272",272,-18,-22,19,-30,30,-10,10,25,30,10,-12,42,"It was interesting to see what percentage of Americans agreed with each subject","Some things I could agrue both ways. Like the death penalty I very easily see both sides of the argument. ",5,19,"Female","Caucasian/White","Freshman",91445,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.33333333333333,2.66666666666667,13.2857142857143,29.5714285714286,-5.85714285714286,32,34.2857142857143,-6.28571428571429,"Negative","Negative","Positive"
"273",273,5,-15,25,-50,36,-50,-10,21,31,26,-50,-8,"I liked the statistics shown from other people","placing my opinions",4,18,"Female","Caucasian/White","Freshman",92011,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.5,2.5,11.2857142857143,34.1428571428571,5.57142857142857,15.2857142857143,22.1428571428571,2,"Neutral","Negative","Negative"
"274",274,30,-15,20,20,41,30,-20,15,30,24,25,-20,"I like how the question was asked several times after reading the essays to see how our answers were swayed and how much they changed. ","Some challenges that I ran into while completing the exercise were thinking deeply about the question being asked and the thinking about the way my answers were being changed. ",8,18,"Male","Caucasian/White","Freshman",92219,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,3.5,18.7142857142857,23.5714285714286,3.71428571428571,22.2857142857143,11.4285714285714,16.4285714285714,"Positive","Positive","Negative"
"275",275,10,0,30,25,12,14,3,21,17,-5,26,16,"I liked including the statistics to see what the population thinks.","The sliding bar got repetitive and was hard to really see where my opinion lays.",4,20,"Female","Caucasian/White","Sophmore",92310,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,3.16666666666667,10.5714285714286,22.4285714285714,5.14285714285714,14.8571428571429,15.2857142857143,9.85714285714286,"Positive","Positive","Neutral"
"276",276,0,25,25,10,10,25,-25,30,25,5,10,-5,"I like how it let us show how we could show our feeling about different topics on a scale.","It asked us some of the same questions twice and I could of had answered them differently.",4,19,"Male","Caucasian/White","Freshman",92107,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.83333333333333,3,4.28571428571429,7.14285714285714,4.28571428571429,5.71428571428571,11.4285714285714,-0.714285714285714,"Neutral","Positive","Negative"
"277",277,0,-29,13,3,25,0,0,23,16,3,2,0,"Made me think about my positions on issues.","Repetition of similarly formatted questions",5,19,"Male","Caucasian/White","Freshman",91093,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.66666666666667,-0.428571428571429,0.428571428571429,0,-4.57142857142857,-5.71428571428571,-9,"Neutral","Neutral","Neutral"
"278",278,50,21,20,-50,38,20,3,3,31,50,-50,10,"The subject was interesting.","I was asked to give percentages on a scale that was labeled on a scale from ""strongly disagree"" to ""strongly agree"".",1,20,"Female","Caucasian/White","Junior",91158,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.66666666666667,2,50,50,5.14285714285714,50,50,-4,"Positive","Negative","Neutral"
"279",279,33,23,21,-31,31,-32,-35,40,-20,31,-32,-22,"I thought the questions were different from other studies so it was nice.","Realizing that the questions were repeating made me think about what I had chosen before",2,18,"Female","African-American/Black,Asian/Pacific Islander","Freshman",91396,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,3.33333333333333,0.857142857142857,21.1428571428571,8.71428571428571,14.1428571428571,23.4285714285714,22.8571428571429,"Positive","Negative","Negative"
"280",280,10,-25,30,20,1,25,-27,23,8,20,21,-16,"It talked about current topics in the country","I didn't have any challenges ",4,19,"Female","Caucasian/White","Freshman",92530,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,3.5,5.42857142857143,20,23.4285714285714,-1.57142857142857,12,13.4285714285714,"Positive","Positive","Negative"
"281",281,10,-20,25,-19,11,34,2,13,12,7,-3,7,"It made you think of some of the moral aspects on certain topics","Required you to really think about your stance on some of the subjects",5,18,"Male","Hispanic/Latino(a)","Freshman",91194,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,3.16666666666667,8.71428571428571,18.1428571428571,-1.85714285714286,13.5714285714286,13.2857142857143,-4.57142857142857,"Positive","Negative","Neutral"
"282",282,4,9,5,13,30,5,-50,50,-42,4,19,-9,"I liked that there were different percentages and viewpoints shown.","I struggled trying to make up my mind on a decision for some of the questions and ratings.",7,21,"Female","Caucasian/White,Hispanic/Latino(a)","Other",91472,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,3.33333333333333,-3.28571428571429,11.8571428571429,23.4285714285714,5.57142857142857,11,13,"Neutral","Positive","Negative"
"283",283,-20,30,-30,-1,21,2,-3,50,11,-28,-27,-30,"I honestly did not enjoy it at all. I felt I was asked the same questions 30 times","I kept having to answer the same questions",9,19,"Female","Caucasian/White","Sophmore",91491,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.16666666666667,3,-0.714285714285714,0.428571428571429,-1.14285714285714,-7,-6.42857142857143,0.571428571428571,"Negative","Neutral","Neutral"
"284",284,32,24,34,1,10,21,-10,31,10,35,12,15,"It made me think of real world problems, and things that are being done around me by the government. ","Understanding the ratings to some things I didn't fully believe were as high as they should've been.",7,18,"Female","Caucasian/White","Freshman",91481,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,3.33333333333333,18.4285714285714,8.14285714285714,-6.71428571428571,16,12.5714285714286,-3.14285714285714,"Positive","Neutral","Negative"
"285",285,10,-40,-15,40,10,-40,-45,30,-10,-10,35,-20,"That there was a slider; I didn't have to pick strongly agree versus agree","The questions being the same at the end made me want to answer the same thing as I did originally and not want to pay as much attention because the questions were the same.",3,19,"Female","Caucasian/White","Sophmore",91694,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,2.16666666666667,0,25,20.7142857142857,11.4285714285714,16.4285714285714,13.5714285714286,"Positive","Positive","Negative"
"286",286,16,-7,8,20,-8,5,-16,5,-5,8,16,-17,"things I liked were being able to give input based on what I believe and don't believe as far as AI, death penalty, health care services, etc. ","I found challenges in having to form an opinion on things I may have not considered before. ",4,19,"Female","Caucasian/White","Freshman",92301,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.66666666666667,3.16666666666667,5.28571428571429,-1,0.571428571428571,2.42857142857143,2.14285714285714,2.71428571428571,"Positive","Positive","Negative"
"287",287,9,-11,15,-6,10,4,25,37,11,26,-3,34,"I like how I could compare my first responses and then my responses after I read the passages ","Being able to pick a number on the sliding scales ",3,19,"Female","Caucasian/White","Sophmore",91901,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,3.5,4.14285714285714,4.28571428571429,3.28571428571429,5.28571428571429,11.8571428571429,-0.428571428571429,"Positive","Negative","Positive"
"288",288,30,-10,20,-10,0,10,-43,25,5,30,10,-33,"I liked that I had a wide range on the scale because I am not always 100% agreeing or disagreeing with a statement","I was confusing the information of some the articles because I read one after another",2,18,"Female","Caucasian/White","Freshman",91858,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,3,0,2,3.57142857142857,6.57142857142857,13.7142857142857,11.7142857142857,"Positive","Negative","Negative"
"289",289,-12,36,24,16,50,-31,-50,50,-50,23,35,-50,"It got to the point. ","N/A",4,18,"Female","Caucasian/White","Freshman",91331,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.66666666666667,3.16666666666667,-3.42857142857143,8,-14.5714285714286,5.42857142857143,12.5714285714286,-16.1428571428571,"Negative","Positive","Negative"
"290",290,45,27,-39,26,44,-15,-18,31,-19,44,34,50,"Gave lots of different ways to answer the questions. ","I had none. ",1,18,"Female","Caucasian/White","Freshman",91849,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.5,3,41.5714285714286,31.7142857142857,-20.1428571428571,46,45.1428571428571,-25.7142857142857,"Positive","Positive","Negative"
"291",291,31,-22,34,-20,-21,11,-10,33,18,38,-30,30,"I liked that it gave me a range to pick from about my opinion. ","Not knowing a lot about the topics at hand.",2,18,"Female","Caucasian/White","Freshman",91114,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.5,3.33333333333333,5.57142857142857,29.8571428571429,7.71428571428571,9.57142857142857,25.1428571428571,-3.71428571428571,"Positive","Negative","Negative"
"292",292,50,35,18,-46,46,-43,-50,37,14,25,-50,-32,"Being able to use a slider to choose my level","Thinking about the moral implications of AI",1,19,"Male","Caucasian/White","Freshman",91367,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,2.83333333333333,17.7142857142857,42.4285714285714,11.4285714285714,25.4285714285714,35,11.1428571428571,"Positive","Negative","Negative"
"293",293,11,-26,32,-48,26,-30,13,22,16,25,-43,16,"I liked how they gave other opinions and let you decide before seeing that. ","I had challenges with deciding which are moral problems like AI. ",6,18,"Female","Caucasian/White","Freshman",91360,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,3,12,18.7142857142857,-1,24.4285714285714,14.7142857142857,6.71428571428571,"Positive","Negative","Positive"
"294",294,10,26,36,-25,11,41,0,21,24,14,16,31,"It was very easy to follow. ","There seemed to be repeated questions for different groups of people which became a little confusing. ",4,18,"Female","Caucasian/White","Freshman",91281,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,3,11.1428571428571,7.14285714285714,13.4285714285714,7.57142857142857,8.42857142857143,16,"Positive","Negative","Neutral"
"295",295,11,-34,30,7,-50,50,-50,27,27,18,-4,-15,"I liked the repeat of questions after reading the material.","I didn't have a lot of knowledge on some of the topics. ",4,18,"Female","Caucasian/White","Freshman",91418,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3.66666666666667,-19.8571428571429,-31,21.4285714285714,12.2857142857143,11.7142857142857,12.5714285714286,"Positive","Positive","Negative"
"296",296,14,-50,1,29,1,14,-45,21,-2,4,19,-38,"I liked that I could be in the middle of different opinions. ","It asked me the same question muiltple times. ",8,18,"Female","Caucasian/White","Freshman",91113,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3,3.5,3.57142857142857,3.71428571428571,-13.4285714285714,0.714285714285714,2.28571428571429,-25,"Positive","Positive","Negative"
"297",297,34,12,14,-28,7,14,-16,36,26,30,-40,-12,"It is eye-opening","Estimating that stats from 2018. ",1,18,"Female","Caucasian/White","Freshman",92399,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.66666666666667,3.66666666666667,37.5714285714286,20.1428571428571,1.28571428571429,20.7142857142857,22.7142857142857,2.85714285714286,"Positive","Negative","Negative"
"298",298,46,1,11,-41,29,-28,0,32,32,41,-34,20,"I liked that they are all very common topics that need to be addressed, and they were all something I knew about and understood.","There weren't really any challenges.",2,21,"Female","Caucasian/White","Junior",91854,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.83333333333333,16.8571428571429,17.8571428571429,3.85714285714286,12.2857142857143,31.8571428571429,10.8571428571429,"Positive","Negative","Neutral"
"299",299,0,-20,30,-10,21,24,21,21,21,16,10,30,"The slider allowed for a more precise answer","Thinking about serious moral issues",4,18,"Male","Caucasian/White","Freshman",92346,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,3,23.4285714285714,22.1428571428571,4.42857142857143,20.5714285714286,31.7142857142857,13.5714285714286,"Neutral","Negative","Positive"
"300",300,32,-36,42,19,23,-19,13,15,26,21,-33,21,"the information I got from AI it was really interesting and the comparison between how healthcare involves the morals and decision making behind it.","Well it took some critical thinking skills and you really had to keep an open mind and think about the big picture.",2,19,"Female","Caucasian/White,Asian/Pacific Islander","Freshman",91835,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",2.16666666666667,4.16666666666667,16.4285714285714,-2.57142857142857,13.7142857142857,12.2857142857143,6.42857142857143,7.28571428571429,"Positive","Positive","Positive"
"301",301,31,25,35,-50,50,-33,5,32,18,41,-40,12,"I liked how the scale was used instead of just multiple choice. ","I had trouble remembering the exact data from the essays shown. ",1,20,"Female","Caucasian/White","Sophmore",91897,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,2.16666666666667,42.1428571428571,35.7142857142857,19.1428571428571,35.8571428571429,37.4285714285714,9.71428571428571,"Positive","Negative","Neutral"
"302",302,6,-42,27,20,20,-5,-10,20,15,20,36,21,"I liked the issues that were presented to me. They are popular conversations that are occurring in our society. ","I did not really understand the questions or situations I had to ""agree"" or ""disagree"" with. ",4,18,"Female","Caucasian/White","Freshman",91735,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.16666666666667,3.33333333333333,0.142857142857143,5.71428571428571,28,3.57142857142857,11.8571428571429,2.14285714285714,"Positive","Positive","Negative"
"303",303,50,40,-39,-50,50,-47,-50,50,-40,50,-50,-50,"very easy layout and setup; made everything easier to understand :) i also liked that i learned something out of it","the questions about morals were a bit repetitive/hard to differentiate",2,18,"Female","Caucasian/White","Freshman",92664,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.66666666666667,3.5,50,50,42.4285714285714,50,50,45.2857142857143,"Positive","Negative","Negative"
"304",304,32,20,32,-29,39,-31,24,41,19,40,-50,28,"The concepts were interesting. ","The repetitiveness. ",1,20,"Female","Caucasian/White","Sophmore",92463,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.33333333333333,3.5,27.8571428571429,21.8571428571429,2.28571428571429,50,35.7142857142857,2.57142857142857,"Positive","Negative","Positive"
"305",305,7,15,17,31,12,-20,-10,29,-14,11,33,-16,"That I read essays and articles that could possibly sway my opition, then answer the same questions after reading them","Remembering what I said prior to reading the essays, and thinking about how right or wrong things are, and using my rationale",2,19,"Male","Caucasian/White","Freshman",92343,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,2.83333333333333,20,5.28571428571429,-2.71428571428571,16,26.8571428571429,17.7142857142857,"Positive","Positive","Negative"
"306",306,40,30,-30,-40,30,-40,-30,40,-20,35,-40,-30,"I liked how easy this exercise was to understand. ","The challenges I had was deciding my answers to some of the questions. ",1,18,"Female","Caucasian/White","Freshman",92464,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,3,32.1428571428571,37.8571428571429,30.2857142857143,37.8571428571429,41.4285714285714,34.2857142857143,"Positive","Negative","Negative"
"307",307,22,12,20,50,50,-50,-50,30,-43,50,50,-50,"N/A","N/A",7,18,"Female","Caucasian/White","Freshman",92395,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,3.5,12,47.8571428571429,34.5714285714286,28.4285714285714,45.7142857142857,22.4285714285714,"Positive","Positive","Negative"
"308",308,9,1,27,11,20,15,-31,34,-20,-13,15,-37,"I liked forming opinions on things I do not think of often. It was an interesting challenge.","Some of the system was confusing, especially when rating percentages as it relied on a scale -50 through 50 when percentages would be 0 through a 100. ",3,18,"Female","Caucasian/White","Freshman",92129,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,3,30.4285714285714,35.1428571428571,27.8571428571429,24.2857142857143,25.8571428571429,37.1428571428571,"Positive","Positive","Negative"
"309",309,20,20,15,-50,45,-25,-15,20,30,30,-50,-10,"I liked that there was a sliding scale for me to explain my standpoint on how I felt about each topic. I felt I was able to accurately represent my standpoint because of this. ","I felt that some of the questions (specifically about AI) could have been more clear or definitive. ",3,18,"Female","Caucasian/White","Freshman",91763,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.5,2,22,30.7142857142857,2.14285714285714,27.2857142857143,40,20.1428571428571,"Positive","Negative","Negative"
"310",310,0,10,0,-50,12,-50,-31,32,13,14,-50,-23,"I liked all the specificities about the three big topics and my position on them.","it felt a little repetitive.",4,18,"Female","Caucasian/White","Freshman",91179,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.66666666666667,3.5,3.28571428571429,17.2857142857143,11,14.4285714285714,15.1428571428571,11,"Neutral","Negative","Negative"
"311",311,-33,-16,17,-30,30,-12,50,29,-30,-30,30,40,"I liked how it had around 100 numbers on the slider, and how it asked the same questions again","understanding some of the questions",9,19,"Male","Caucasian/White","Freshman",91128,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,4,-0.714285714285714,17.1428571428571,-13.1428571428571,-4.28571428571429,8.71428571428571,9.28571428571429,"Negative","Negative","Positive"
"312",312,20,-20,31,10,13,-10,-10,24,-17,26,18,24,"It was easy to answer the questions.","It tested my thoughts and morals.",7,18,"Male","Caucasian/White","Freshman",91345,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,3.16666666666667,16.7142857142857,18.1428571428571,8.42857142857143,20,24.7142857142857,19.7142857142857,"Positive","Positive","Negative"
"313",313,-19,22,-5,5,50,-3,15,18,1,-8,8,10,"The easy slide scale system ","how many of the same questions were asked ",6,18,"Male","Caucasian/White","Freshman",91657,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.16666666666667,2.83333333333333,0.857142857142857,15.7142857142857,-1.28571428571429,-6.28571428571429,2.71428571428571,-0.857142857142857,"Negative","Neutral","Positive"
"314",314,-50,37,13,15,31,14,7,40,22,-50,32,13,"That there was a scale on the questions","what the difference between Morals and Ethics is.",7,19,"Male","Asian/Pacific Islander","Sophmore",91883,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.33333333333333,3.16666666666667,-4.57142857142857,8.28571428571429,18,0.857142857142857,14.8571428571429,11,"Negative","Positive","Positive"
"315",315,20,0,16,25,10,10,-21,11,4,43,31,-21,"I liked the topics of the questions because they really made me think about my stances on these topics.","It took me a bit to actually think about the questions.",4,18,"Female","African-American/Black","Freshman",91779,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,2.66666666666667,12.4285714285714,29.4285714285714,16.1428571428571,28.8571428571429,33.8571428571429,20.7142857142857,"Positive","Positive","Negative"
"316",316,21,-10,19,21,-12,24,10,31,32,31,-9,32,"It was easy because it is my opinion.","I had none.",7,19,"Male","Caucasian/White","Freshman",91807,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,3.83333333333333,19.2857142857143,3.14285714285714,6.57142857142857,13.1428571428571,13.1428571428571,7.42857142857143,"Positive","Positive","Positive"
"317",317,50,40,-20,-50,45,-50,-50,25,-50,50,-50,-50,"I liked how you all showed the results from the 2018 poll. ","Keeping interest when reading the essays. ",1,18,"Male","Caucasian/White","Freshman",91250,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,2.5,22.7142857142857,25.7142857142857,-3.57142857142857,10.4285714285714,28.4285714285714,14.7142857142857,"Positive","Negative","Negative"
