"","Duration..in.seconds.","Pre_P1","Pre_P2","Pre_P3","Pre_P4","UTIL_1","UTIL_2","UTIL_3","UTIL_4","UTIL_5","UTIL_6","DEON_1","DEON_2","DEON_3","DEON_4","DEON_5","DEON_6","Post_Int_1_10","Post_Int_2_1","Post_Int_3_1","Post_Int_4_1","Q114_1","Q114_2","Q114_3","Q114_4","Q116_10","Q117_1","Q118_1","Q119_1","Q121_1","Q121_2","Q121_3","Q121_4","High_Like_Free_R","High_Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","Q163_10","Q164_1","Q165_1","Q166_1","Q169_1","Q169_2","Q169_3","Q169_4","Q171_10","Q172_1","Q173_1","Q174_1","Q176_1","Q176_2","Q176_3","Q176_4","Low_Like_Free_R","Low_Hard_Free_R","Pol_Low_1","Age_Low","Gender_Low","Race_Low","School_Low","SILS_1_1","NLINE","SNS_SCORE"
"257","1009","82","90","53","100","4","4","5","5","4","3","1","1","3","3","3","2","65","60","79","100","1","4","2","1","86","88","55","100","83","84","53","100","There was a spectrum/range of how you could answer, it wasn't just agree or disagree. ","The statements were kind of open to interpretation.","5","18","2","3","1","","","","","","","","","","","","","","","","","","","","","","","","3",1.56111906689801,3.875
"258","1034","100","91","58","100","3","3","3","3","3","3","3","3","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","80","88","82","78","3","3","3","1","100","100","100","100","100","60","42","100","I liked that i got to see different prespectives.","trying to decide how i felt about difficult topics.","8","18","2","1","1","4",1.78434580039843,4.875
"259","1161","48","50","55","100","3","4","4","3","5","4","2","4","4","4","4","3","","","","","","","","","","","","","","","","","","","","","","","","42","74","22","100","1","3","1","1","54","75","22","100","48","24","55","100","I like the drag of my answer. Instead of hitting a circle for my answer, I felt that the dragging of the dot made it more clear of what my answer was, and what I leaned to more. ","Not knowing how the world views greenhouse gases or the death penalty","28","18","2","1","1","3",2.81845236167341,3.625
"260","1954","85","77","1","100","3","4","5","3","5","4","2","3","3","2","4","4","46","41","20","73","1","1","5","1","91","93","40","100","90","80","10","100","it showed us the actual results of the studies that were done","ethical rights and knowing what should happen but not","8","20","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","3",1.73382696484802,3.375
"261","999","86","70","30","95","4","4","4","3","4","4","2","2","2","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","40","60","20","80","3","3","5","1","69","60","30","99","90","80","50","95","It asked about my opinion of the issues, rather than just what I expected the population to believe.","None.","6","18","1","1","1","4",3.60025056230319,4.125
"262","465","81","66","54","100","4","4","4","5","4","4","2","2","4","4","2","2","72","92","29","100","1","1","3","1","91","93","21","100","71","69","52","100","Pretty quick and easy. Learned some new information about peoples stance on controversial issues in the past","always feel a little uncomfortable answering questions about highly debated topics, dont want to be shunned for my opinions","7","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",0.711377546430178,4.375
"263","475","85","100","18","100","3","3","4","3","3","3","3","3","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","72","82","2","100","2","3","4","1","93","77","3","100","58","100","6","100","I liked how I got to see the results of what others say","I had no challenges","","18","2","2","1","3",3.46905837671101,3.625
"264","676","80","81","7","100","4","4","5","4","5","5","1","1","3","2","2","2","57","46","32","96","3","3","5","1","85","83","23","100","96","79","2","100","Simple, quick, and straightforward.","None.","5","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",2.49204283786389,4.125
"265","452","84","62","44","100","4","4","4","4","3","4","2","4","2","4","3","4","85","83","100","100","2","1","4","1","89","76","88","100","78","80","84","100","I liked how previous answers were incorporated in the study.","Deciding whether or not I thought certain things were ethical or not.","28","","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",0.929071447850395,3.25
"266","433","31","2","37","100","3","3","4","3","3","3","2","2","3","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","4","1","24","95","1","1","3","1","22","35","51","100","31","33","50","100","It gave me statistics that I did not know about","I had no challenges ","28","21","1","1","3","5",4.3344079557869,5.375
"267","1179","37","100","8","100","4","4","5","4","5","5","4","4","1","1","2","4","","","","","","","","","","","","","","","","","","","","","","","","61","100","3","100","3","5","5","1","70","100","3","100","69","100","2","100","I liked that the questions about emissions and health care stayed the same through the study. ","I did not like how what they were asking me to do slightly changed every time, making me question if I was doing it right.","3","19","2","1","2","5",1.3715173574963,4
"268","1778","100","100","20","100","4","4","5","5","5","5","3","1","2","3","4","2","60","53","42","95","1","2","4","1","86","88","60","100","100","100","40","100","It's interesting and also relieving to see the amount of people who agree on these issues. ","Recalling the attitudes toward the provided issues in 2018","4","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","2",0.430517228969861,3
"269","779","59","70","10","100","4","4","4","4","4","4","2","4","2","2","3","3","40","55","25","98","2","2","4","1","85","88","35","100","60","89","6","100","it was insightful to see other peoples opinions on world issues.","it was hard for me to really think of what exact percent I agree or disagree with these issues. ","10","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","5",1.73990636848532,2.75
"270","537","91","60","43","100","4","4","5","4","4","4","3","2","2","3","2","3","","","","","","","","","","","","","","","","","","","","","","","","62","50","35","100","4","1","3","1","49","34","50","100","90","65","47","100","it was fairly simple","some of the questions about ethics weren't very clear","6","18","2","1","1","3",0.660719028340081,4
"271","2136","100","80","70","100","4","3","4","3","4","4","3","4","3","3","4","2","60","90","80","80","3","1","1","1","95","80","35","95","90","90","30","100","I liked how the survey showed the results of how people felt on the issues presented in 2018. ","I had a little bit of a hard time understanding some of the questions. ","4","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",1.48164885290148,4.625
"272","670","69","68","50","82","4","4","4","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","72","72","50","82","1","1","3","1","73","78","50","83","68","82","50","85","It made me think about the problems going on in the world","None","29","18","2","5","1","5",3.29389534091639,4.25
"273","711","91","92","31","100","4","5","5","5","5","5","2","3","4","3","4","5","","","","","","","","","","","","","","","","","","","","","","","","92","82","30","100","5","4","1","2","64","51","30","100","92","82","29","100","I liked getting to compare my results with the general public's results from different years. ","It was challenging to predict previous years' results, especially the earlier years when I, personally, was not really aware of the issues asked about.","6","19","2","1","1","4",0.951949103528051,5
"274","567","89","84","0","100","4","4","4","4","4","4","2","1","3","3","4","4","88","88","0","100","2","3","4","3","89","89","0","0","81","80","9","100","I liked that I got to see the U.S population statistics on each question. ","I kept having to rethink my answers.","6","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",2.67771087976351,4.125
"275","460","86","46","30","95","4","4","4","3","4","4","3","3","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","59","56","59","94","4","2","2","1","90","52","49","100","82","47","26","100","I liked how there was a scale to accurately generate my feelings towards the statement. ","It was hard to describe my opinions, but I did my best. ","9","18","2","1,3","1","2",1.94447629329735,3.5
"276","696","80","100","10","100","4","5","4","4","5","5","2","3","1","1","4","3","81","96","30","100","1","2","5","1","75","91","50","100","80","100","45","100","Seeing how the public's views on these issues correlate with my own.","deciding if death penalty should be implemented. deciding if someone is worthy enough to die is a big responsibility and kind of a scary thought","6","19","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",3.96546008611272,3.875
"277","462","62","75","11","100","4","4","4","3","5","5","2","3","2","2","3","2","","","","","","","","","","","","","","","","","","","","","","","","30","81","52","69","5","5","3","1","90","81","12","100","88","91","8","100","I liked how we got to compare our guesses to the actual answer to the survey ","no challenges ","7","18","2","1","1","4",0.602328590707538,4.75
"278","506","41","48","22","94","4","4","3","3","3","4","3","4","3","3","3","4","41","30","18","100","3","1","5","1","84","90","18","100","57","63","8","100","The information about past results ","Some things were harder to understand ","10","19","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",4.88438569500675,2.875
"279","531","100","87","1","100","4","5","4","4","3","4","1","1","3","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","78","60","11","100","4","3","2","2","80","64","22","100","100","87","2","100","I enjoyed being able to see what the actual percentages were. ","I think it was hard to determine what everyone else thought about something at a certain time period. ","4","18","2","1","1","5",1.5876378638905,4.5
"280","1293","84","50","33","100","5","5","5","4","4","5","2","2","2","2","3","2","50","33","60","97","1","4","3","1","73","88","67","100","80","50","40","100","I liked learning about how the general American population viewed these issues, especially because I was somewhat surprised at the results.","A challenge I faced was trying to determine how many people agree/disagree with the death penalty. Most of the people that I'm around I think would argue that it's not necessary, but thinking for the entire nation the percentages will differ from my immediate social group. ","8","19","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","4",0.83467291305186,4.625
"281","447","92","61","12","100","4","4","4","3","4","4","2","3","3","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","50","50","39","50","1","1","3","1","51","51","30","100","86","50","5","100","It was easy","None","","19","2","","1","4",4.06827107512371,4.5
"282","607","80","80","10","100","4","5","5","3","3","4","3","5","3","4","4","3","50","70","20","100","1","1","5","1","79","89","37","100","91","99","7","100","I like that it asked me to predict the percentages then it showed the correct ones.","None","8","18","1","1,3","1","","","","","","","","","","","","","","","","","","","","","","","","4",0.501484146263094,5.5
"283","572","100","67","51","100","5","5","5","3","2","4","3","2","3","3","3","2","92","76","54","100","4","2","3","1","97","93","51","100","99","76","50","100","I like the comparison of what I think compared to others","To think about the problems ","7","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","1",4.6890064520275,3
"284","1010","90","100","5","100","4","4","5","4","4","5","2","2","3","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","61","50","50","70","5","4","4","2","50","70","35","99","100","100","0","100","I like that I got to see the results of the 2018 study. ","I had a challenge thinking about what the whole country thought, not just people in my state. ","4","20","2","1","2","5",3.63970453055716,5.25
"285","1204","50","0","65","100","3","3","4","4","4","4","1","3","3","4","3","2","60","35","50","95","1","5","3","1","71","65","81","99","50","0","75","100","It was very clear what I was being asked. I had been expecting more specific events from 2018, so I was a little worried at the beginning that I would not remember much about some of them. However, all of the events were very broad and highly apply to today.","I did not really have any challenges. I am curious however what demographic primarily made up the survey data.","","19","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","5",0.666363511342459,4.25
"287","645","71","71","23","100","4","4","4","4","5","5","2","2","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","63","47","37","83","4","2","3","1","73","68","39","100","62","65","30","100","It allowed me to think about issues I haven't been. ","I had no challenges.","7","18","2","1","1","4",5.44546860741598,5
"288","634","61","51","57","80","4","5","4","4","3","3","4","2","2","3","4","4","60","40","30","65","1","4","4","1","75","70","70","100","69","60","49","100","the percentages and finding out the facts","I would say just guessing how everyone else feels ab these topics ","8","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",4.44358569500675,3.5
"289","1171","100","90","51","100","4","4","5","4","4","3","1","2","3","3","2","3","","","","","","","","","","","","","","","","","","","","","","","","60","56","75","100","2","1","1","1","92","71","20","100","100","85","50","100","It was insightful for me to complete the survey that had me guess what the answers would be for the general american public in 2018.","I am not very involved with politics and am not secured in many of my political opinions. Its hard for me to even figure which side of the spectrum I am on for certain questions that I feel like need context in order to be answered correctly.","5","21","1","1","3","5",0.76070954308849,4.875
"290","823","83","85","24","100","3","3","4","4","5","5","3","4","2","2","3","4","77","88","19","99","1","2","4","1","70","61","51","100","87","3","13","100","Comparing ethics from different time periods","Really thinking about what I personally think.","8","18","2","6","1","","","","","","","","","","","","","","","","","","","","","","","","4",4.26308059893323,3.375
"291","593","100","64","50","100","4","5","4","5","5","4","1","2","3","3","2","3","50","91","53","99","3","1","5","1","100","60","39","100","100","62","38","100","I liked that it showed me the actual study results for the 2018 survey and allowed me to show my opinion on the results.","Trying to assume what the population would agree with as the opinions on these issues are for the most part, very divided.","5","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",1.31378255896151,4.625
"292","649","100","100","80","100","5","5","4","5","5","5","1","3","2","3","2","3","","","","","","","","","","","","","","","","","","","","","","","","40","50","70","90","2","1","3","1","75","55","61","100","100","70","52","100","It asked me questions of topics that I was personally interested in.","Thinking about the range of different kinds of people that would believe in each question and where most opinions would lie.","6","18","2","1","1","2",4.78189964655228,3.25
"293","659","100","85","25","100","4","4","5","4","4","5","1","3","3","3","4","4","70","50","65","98","1","2","2","1","75","65","65","100","100","80","25","100","I liked the scales. ","Some questions really made me think and I could see both sides for agree and disagree. ","5","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",1.79369500674764,4.5
"294","739","50","0","0","100","4","4","4","4","4","5","2","3","3","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","50","0","0","100","3","2","4","1","100","100","52","100","50","0","0","100","I enjoyed seeing the percent of what others thought.","It was hard to think about what my true beliefs are.","11","18","1","1","1","3",2.78211271769166,5.125
"295","885","65","48","85","100","3","4","4","5","5","4","2","3","4","4","3","3","","","","","","","","","","","","","","","","","","","","","","","","81","82","29","100","5","2","1","1","78","80","25","100","63","41","86","100","It gives you a good perspective of the nation's views at different time frames over the same basic issues.","I didn't feel I knew very much about the nation's views during this time because I didn't understand many things to the extent that I do now.","11","19","2","1","1","4",1.37823970181865,4.5
"296","645","92","30","55","100","4","3","4","4","4","3","2","3","2","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","40","52","44","75","5","4","3","1","79","59","36","100","84","27","41","100","Comparing my result of percentages I thought people would say versus what they really said.","None","10","20","2","1","3","3",1.16747291305186,3.875
"297","908","100","71","34","100","3","4","2","4","4","4","1","2","3","4","4","4","48","48","64","84","1","4","4","2","73","82","60","99","100","84","38","100","The restating of one's personal opinions on the discussed topics in order to verify whether our responses are replicable. ","My mouse refused to click on the slider and kept highlighting the numbers instead. ","7","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",1.25206192404087,3.625
"298","623","58","58","12","100","3","4","4","4","4","4","1","2","3","4","3","4","","","","","","","","","","","","","","","","","","","","","","","","75","89","24","95","4","3","4","1","93","94","24","100","92","92","0","100","I liked how it showed you what the people from 5 years ago thought about the issues","i had no challenges","8","18","2","1","1","4",0.710536405115352,4
"299","585","100","100","10","100","3","4","5","2","4","4","1","1","2","3","4","4","80","60","50","90","4","3","2","1","90","95","70","100","100","100","25","100","gives good insight into what people think","not really anything, just offering my thoughts","6","19","1","3","2","","","","","","","","","","","","","","","","","","","","","","","","2",2.24513945119208,3
"300","602","100","100","0","100","3","4","5","1","3","5","1","1","2","3","3","3","75","92","20","61","4","1","5","5","90","95","92","100","100","100","85","100","It was interesting to see the actual data from surveys taken","None","3","21","3","2","1","","","","","","","","","","","","","","","","","","","","","","","","5",0.962061924040871,5.125
"301","2097","66","37","44","97","4","4","5","3","4","5","2","2","2","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","61","72","32","1","3","3","1","1","62","63","27","99","59","43","37","100","I like that we are given the answer as to what the general population thought. ","I realized I may have completed one section wrong because the wording in the question confused me. A scale with word labels as well as numbers is much easier for me to read. ","8","18","2","1","1","5",0.646049225628173,3.375
"302","429","50","80","50","100","3","4","4","4","4","4","3","2","2","3","3","5","","","","","","","","","","","","","","","","","","","","","","","","77","59","38","100","2","3","1","1","60","80","40","100","40","80","50","100","getting to express my opinon","i wasn't fully informed on some of the topic so my answers may not be valid","8","18","2","1","1","3",1.07390636848532,3.625
"303","522863","71","30","71","100","3","4","3","4","2","3","2","3","3","3","4","4","68","44","38","88","1","5","3","1","96","80","89","100","76","59","100","100","How thorough the experiment was.","None really.","10","19","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","5",0.926903155324208,5
"304","431","60","100","0","100","3","3","2","4","5","5","3","5","3","3","3","3","50","97","0","0","1","3","5","1","51","99","0","100","60","100","0","100","the different point of views that you asked me to answer in.","the repetitiveness ","3","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",4.6662378638905,3.25
"305","823","90","70","40","100","4","4","4","4","4","4","2","3","4","3","2","4","","","","","","","","","","","","","","","","","","","","","","","","30","60","9","90","1","1","2","2","60","30","19","90","90","70","40","100","I liked finding out the real statistics from 2018.","I was unsure about the reality of the change in ,mindset between 2018 and 2023.","7","18","2","1","1","4",0.934158627337575,3.875
"306","1145","100","20","60","80","2","4","5","3","2","2","3","4","1","3","2","2","60","50","70","90","4","1","2","1","75","77","70","100","80","50","75","90","I Liked how after i gave my guesses for the percentages you provided me with the numbers so i can compare.","I had some challenges with some of the agree questions as they were very thought provoking.","9","19","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","4",1.00094091639355,4.75
"307","995","100","90","15","100","4","4","5","4","4","4","1","2","1","1","4","2","","","","","","","","","","","","","","","","","","","","","","","","65","35","65","98","5","1","2","2","61","50","57","100","100","80","15","100","I liked seeing how my beliefs were similar or different to the beliefs of the general 2018 US population. ","I had trouble believing that at least one person didn't think that slavery or human trafficking was 100% a violation of rights.","5","18","1","1","1","2",0.523460214639162,4
"308","101861","100","100","25","100","4","4","5","3","5","5","2","2","3","3","4","3","","","","","","","","","","","","","","","","","","","","","","","","73","60","75","85","4","1","3","2","70","65","50","100","100","100","20","100","I thought it was interesting to see the difference between what I thought and what 'America' thought in 2018. ","I thought differently as to what the general public thought for those prompts, which was initially a hard thing to judge in the first place.","4","19","2","1","1","4",4.21173774179037,4
"309","688","80","65","50","100","4","4","5","4","4","4","4","4","3","4","4","3","91","100","52","100","3","3","2","3","71","80","71","100","92","91","36","100","i found it interesting to think about what other people thought of a certain situation.","i did not really have challenges","","19","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",4.07502345607609,2.875
"310","415","90","100","45","100","4","4","5","2","5","4","2","2","3","3","4","3","","","","","","","","","","","","","","","","","","","","","","","","57","39","58","68","1","5","2","5","66","80","47","100","91","100","45","100","It made me realize how the world has changed even in 5 years on serious topics such as universal health care, the death penalty, slavery, and greenhouse gas emissions. ","I had no difficulties completing this exercise. ","6","18","2","1","1","5",0.88700327742433,4.125
"311","280","64","75","65","74","4","3","4","3","3","4","4","3","3","4","4","4","78","80","82","85","4","3","4","4","86","82","86","83","81","78","86","87","I like how it has a neither agree or disagree button","Some of the wording was hard to comprehend","10","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",0.801147638326585,4.375
"312","469","61","72","50","100","4","4","4","4","4","4","3","3","3","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","81","80","19","100","2","1","1","1","41","62","19","100","85","85","50","100","I liked the information on the people who had already answered. ","Figuring out how much I agreed or disagreed. ","8","18","2","1","1","4",6.68947107512371,3.125
"313","581","100","56","65","100","3","4","4","4","4","4","1","1","3","3","4","4","86","84","50","96","3","1","4","1","85","78","76","99","100","85","85","100","I liked how you guys surveyed people from 5 years ago to now to see how things have changed ","none ","11","19","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",0.722666435319067,4.25
"314","517","35","100","0","100","2","2","2","3","4","5","2","2","3","2","3","2","81","100","0","100","1","2","3","1","100","100","0","100","100","100","0","100","it ask how surprised i am about the questions that were asked ","i dont know much about green house gasses ","5","19","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","2",7.51287140929246,3
"315","594","72","73","100","100","5","5","4","5","4","5","2","3","4","4","3","4","","","","","","","","","","","","","","","","","","","","","","","","100","71","100","100","1","2","4","2","100","80","100","100","100","73","100","100","I liked the questions that were asked. ","none I felt that it wasn't that hard ","28","19","1","1","1","2",3.19916982199087,4.875
"316","21290","77","100","19","100","3","3","3","2","4","3","2","3","4","3","2","4","","","","","","","","","","","","","","","","","","","","","","","","67","96","42","100","2","3","4","1","25","44","37","100","78","85","28","98","learning","none","","","","","","3",0.987538114517062,5
"317","386","82","92","62","85","4","4","3","4","3","4","5","3","5","5","3","5","81","76","76","76","3","4","5","4","80","88","86","82","90","94","91","89","how it relates to the general public","giving my opinion on controversial topics ","9","19","1","1,3","2","","","","","","","","","","","","","","","","","","","","","","","","5",6.73251756313862,5
"318","425","100","90","10","100","4","4","5","4","3","3","3","3","2","2","2","2","70","70","70","70","1","1","3","1","80","90","70","95","100","100","10","100","I liked being able to guess how people answered and then getting to see how they actually responded. ","I didn't have any challenges.
","6","20","2","1","3","","","","","","","","","","","","","","","","","","","","","","","","4",1.2437997686524,3.25
"319","463","50","50","50","50","3","3","3","3","3","3","3","3","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","5","2","4","3","2","32","33","41","35","48","47","57","53","Some things that I liked about the exercise I just completed is that it got me to think about some things that I never really have gotten to think about in the way that I did not. That leads to me to really thinking about what the questions are asking me and the answers I am giving back. ","Some of the challenges that I had with this exercise is that some of the information is stuff that I have never really thought about or talked about with anyone so when I was answering, I really went off of my personal preference. ","3","21","1","1","3","1",3.63266008611272,2.5
"320","642","100","75","50","100","4","4","5","5","5","5","1","2","4","2","3","2","","","","","","","","","","","","","","","","","","","","","","","","60","28","45","80","4","1","1","3","55","58","50","98","95","75","50","100","I liked that the real percentages were shown","Could be clearer for what section of time and population we are doing the ranking for","8","19","2","1","2","2",0.701482436861384,4.125
"321","529","64","95","0","100","5","5","5","4","4","4","2","4","5","5","2","2","76","90","0","100","2","4","5","1","69","96","69","100","60","89","5","100","I found it interesting to see the thoughts of whenever this was taken previously, and how it could potientially of changed now into 2023. ","Not having enough background information on things such as health care in the US ","5","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","5",4.04122834008097,3.625
"322","511","43","22","21","100","4","4","4","5","5","4","1","4","3","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","45","45","55","95","1","1","1","1","60","50","50","99","30","20","21","100","I like the vast spectrum of answer choices. 1-100 is a good system. I also like the comparison to the rest of the population.","None. ","10","19","1","1","1","3",0.619252400231347,5.25
"323","587","50","100","60","100","3","5","3","3","2","5","3","4","3","4","3","4","42","66","83","100","1","1","1","1","81","100","89","100","50","100","60","100","Seeing how peoples views have changed from a couple years ago","Didn't understand some topics","7","20","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","4",6.20493945119208,2.875
"324","593","100","100","61","100","4","4","4","4","3","5","2","4","5","4","4","3","","","","","","","","","","","","","","","","","","","","","","","","88","99","53","100","1","1","1","1","55","88","97","57","100","100","20","100","n/a","n/a","10","19","2","2,5","2","5",4.06087278452542,3.5
"325","388","32","47","75","100","3","4","4","3","4","5","2","4","3","4","2","3","38","62","76","100","3","3","1","1","38","49","75","100","36","45","73","100","It was short and to the point","They were just repeating the same questions","11","22","1","1","4","","","","","","","","","","","","","","","","","","","","","","","","4",3.61187458389564,2.875
"327","741","87","72","1","100","3","3","5","4","3","5","4","2","2","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","69","86","95","100","2","4","3","1","82","92","6","100","90","71","0","100","seeing the percentage of what people agreed ","none","8","19","2","2","1","5",2.18005236167341,3.25
"328","946","50","70","0","100","4","4","4","4","5","5","4","5","3","3","4","2","60","70","30","100","1","1","5","1","60","70","30","100","50","60","0","100","I liked how once you guessed how many people agreed or disagreed with the statements in 2018, they told us the correct answers so that we could see if we were surprised or not.","Some challenges I had were that parts of the survey were very repetitive.","29","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","2",0.84424283786389,3.875
"329","744","51","60","2","100","3","2","3","4","3","5","3","4","4","4","5","3","","","","","","","","","","","","","","","","","","","","","","","","41","56","29","91","1","2","3","1","56","78","36","100","46","27","3","100","I liked seeing the results from the 2018 survey ","I didn't know what some of the questions were ","29","19","2","1","2","3",1.25464283786389,3.5
"330","598","100","46","100","100","3","3","5","4","5","5","1","2","3","3","4","3","","","","","","","","","","","","","","","","","","","","","","","","71","71","29","91","5","3","1","1","90","80","31","92","100","50","71","100","I liked the comparisons from yourself to what the rest of the world believes.","I had to actually think about the questions.","10","20","2","1","2","5",3.94569500674764,3.625
"332","568","55","79","0","100","3","4","2","5","4","4","3","4","3","3","3","3","76","77","0","100","2","3","5","3","82","78","0","100","75","81","0","100","I like how clear the questions were and how they provided feedback. ","I did not understand some of the questions. ","8","19","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",5.92404885290148,3.375
"333","1973","82","81","72","100","4","4","5","5","5","5","1","2","4","4","4","5","","","","","","","","","","","","","","","","","","","","","","","","70","61","50","87","5","2","1","2","74","61","49","94","86","79","51","100","I thought it was super interesting to see how the 2018 civilians thought about issues that are maybe more prevalent now.","It's hard to remember how intense the issues were back then, therefore predicting society's views was more difficult.","7","21","2","1,5","3","3",0.440817813765182,4.875
"334","535917","89","73","29","100","4","4","4","3","5","5","2","2","2","2","3","3","45","25","4","51","4","4","4","2","86","73","50","87","97","88","13","100","I liked getting to estimate what other people guessed in different years. ","N/A","5","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",2.79490453055716,3.125
"335","318","15","9","100","53","1","2","3","3","3","2","2","2","1","4","3","3","44","40","100","100","1","1","1","1","100","16","13","19","23","25","19","22","testing the water","I had no challenges.","8","20","1","1","3","","","","","","","","","","","","","","","","","","","","","","","","2",5.55814759976865,5.625
"336","1029","90","65","20","100","4","4","5","4","5","4","1","2","3","3","4","3","40","30","65","90","4","5","1","1","90","95","65","100","85","90","20","100","I liked that I was given the actual statistics from the 2018 survey. ","It was challenging to think about how the entire country would think about these issues. ","9","19","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","2",0.903365182186235,3.625
"337","669","77","74","24","92","4","3","4","4","5","5","4","3","4","3","4","3","","","","","","","","","","","","","","","","","","","","","","","","55","67","59","65","1","2","3","2","64","75","11","100","83","85","1","96","Knowing the actual percentage of the questions from a few years ago.","I did not have any challenges.","6","19","2","1","1","2",2.91446359488465,2.5
"338","788","50","70","30","100","2","2","4","3","4","4","4","3","2","2","3","4","61","30","71","100","3","5","4","1","76","86","57","100","50","86","33","100","I liked that I got to see what people thought about in 2018, to compare my guess to the facts. I liked that the questions were in manageable chunks. ","I am not very educated on green house gases so I am not able to make that big of an opinion on it. ","5","20","1","1","3","","","","","","","","","","","","","","","","","","","","","","","","5",4.22985837671101,3.125
"339","376","92","96","14","100","5","5","5","5","4","5","2","4","4","4","3","4","","","","","","","","","","","","","","","","","","","","","","","","89","84","25","88","4","3","4","1","61","91","26","100","78","84","15","100","It was simple and easy to understand ","I had no challenges","8","18","1","5","1","3",5.33967107512371,2.75
"340","690","85","100","0","100","4","4","3","2","2","5","4","2","5","1","5","4","51","70","0","66","1","1","5","1","92","81","0","100","78","100","0","100","looking at how people would've answered the questions in 2018 vs 2023","none really, but I would maybe say thinking back to 2018 and thinking how people then would've felt ","8","19","2","1,2","1","","","","","","","","","","","","","","","","","","","","","","","","4",4.72905704003599,4.75
"341","652","62","65","50","100","4","4","4","4","4","4","4","3","3","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","63","50","50","100","4","4","5","2","66","50","51","100","50","50","50","100","I liked how I got to agree or disagree on the topic multiple times and I like how you guys measured if I was surprised or not. ","I was kind of confused on what the question was asking. ","10","19","1","1","1","2",1.17311551956815,3.875
"342","1438","57","90","49","100","3","4","5","4","4","5","2","3","3","2","4","4","65","70","61","90","2","1","3","1","89","95","63","100","57","85","41","93","I like how you can pick a number in between the 10s (for example 45 or 65). ","I didn't have many challenges with the exercise.","8","18","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","4",3.72885089647195,4.125
"343","746","60","48","95","100","3","4","5","3","4","5","4","4","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","46","55","56","78","4","3","5","2","58","58","51","100","65","50","76","100","it showed actual data and it was very suprising ","lots of the questions sounded the same ","10","19","2","1","1","3",1.41838573356468,3
"344","381","84","100","5","100","5","5","5","5","5","5","5","5","5","5","3","5","94","100","1","100","1","1","3","1","100","97","98","100","100","98","70","100","I liked I was able to see different ways these quotes can be viewed","I had some challenges with agreeing/disagreeing depending no on the situation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4",3.87648059893323,3.875
